"rep","setting","mech","n","cens","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
18,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.907,0,0.00700000000000001,0.459037898996638,0.432307167070673,-0.840123247033408,0.83,NA,NA,NA,NA,NA
18,"B","C2",600,0.6,"KM de-censoring",NA,0.9195,0,0.0195,0.451759797346751,0.420120999758342,-0.870400746841993,0.862,NA,NA,NA,NA,NA
18,"B","C2",600,0.6,"Oracle",NA,0.906,0,0.00600000000000001,1.51254967675863,0.568389366614945,-0.444661484833415,0.88,NA,NA,NA,NA,NA
19,"B","C2",600,0.6,"H-IPCW",0.09,0.943,0,0.0429999999999999,0.402410863944831,0.362233818277686,-1.02429224327461,0.918,8.72762523644895,10.9456406177119,63.2102460081181,1.67587443449836,NA
19,"B","C2",600,0.6,"Clip-IPCW",0.09,0.943,0,0.0429999999999999,0.402410863944831,0.362233818277686,-1.02429224327461,0.918,3.49802294259514,4.93597339634717,80.3316155988437,1.41277462253028,0.106382978723404
19,"B","C2",600,0.6,"H-AIPCW",0.1,0.9295,0,0.0295,0.428433104822578,0.385657976315776,-0.961631248486323,0.902,8.72762523644895,10.9456406177119,63.2102460081181,1.67587443449836,NA
19,"B","C2",600,0.6,"Clip-AIPCW",0.09,0.943,0,0.0429999999999999,0.402410863944831,0.362233818277686,-1.02429224327461,0.918,3.49802294259514,4.93597339634717,80.3316155988437,1.41277462253028,0.106382978723404
19,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.961,0,0.0609999999999999,0.393081037845947,0.351002639776933,-1.11815987538545,0.946,NA,NA,NA,NA,NA
19,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9385,0,0.0385,0.424481238768828,0.378029126616077,-0.983427806613851,0.924,NA,NA,NA,NA,NA
19,"B","C2",600,0.6,"KM de-censoring",NA,0.967,0,0.0669999999999999,0.38228809027371,0.324198534983882,-1.23189880881837,0.954,NA,NA,NA,NA,NA
19,"B","C2",600,0.6,"Oracle",NA,0.893,0.00700000000000001,0.00700000000000001,1.19887365677666,0.582769179777618,-0.46180065524674,0.881390593047035,NA,NA,NA,NA,NA
20,"B","C2",600,0.6,"H-IPCW",0.14,0.888,0.012,0.012,0.574244448015881,0.512970351716391,-0.686232265167044,0.844,139.183598194751,100.346159490739,5.54101635921257,6.51846582892338,NA
20,"B","C2",600,0.6,"Clip-IPCW",0.1,0.9285,0,0.0285,0.471027805772455,0.420767323097591,-0.884370310570026,0.886,3.71898086560257,5.04112784399764,78.8993132136976,1.43191999948421,0.106382978723404
20,"B","C2",600,0.6,"H-AIPCW",0.18,0.834,0.0660000000000001,0.0660000000000001,0.668234875336239,0.596931638111213,-0.534647716933017,0.79,139.183598194751,100.346159490739,5.54101635921257,6.51846582892338,NA
20,"B","C2",600,0.6,"Clip-AIPCW",0.12,0.9095,0,0.00949999999999995,0.524113519527929,0.468188586551423,-0.777579137275826,0.87,3.71898086560257,5.04112784399764,78.8993132136976,1.43191999948421,0.106382978723404
20,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9415,0,0.0415,0.455134863881455,0.425050210041414,-0.930937972067414,0.926,NA,NA,NA,NA,NA
20,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.917,0,0.017,0.509122566176068,0.466756050221561,-0.801347721807394,0.884,NA,NA,NA,NA,NA
20,"B","C2",600,0.6,"KM de-censoring",NA,0.967,0,0.0669999999999999,0.388721912852238,0.312965773086809,-1.67621219007937,0.92,NA,NA,NA,NA,NA
20,"B","C2",600,0.6,"Oracle",NA,0.913,0,0.013,5.75972496082564,0.58920506455811,-0.43573010003208,0.898,NA,NA,NA,NA,NA
21,"B","C2",600,0.6,"H-IPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,13.7340138205958,16.1774373832207,59.1161442862679,1.75288539927845,NA
21,"B","C2",600,0.6,"Clip-IPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,3.2414655274658,4.33789488133932,86.6408332915778,1.33321511934448,0.101010101010101
21,"B","C2",600,0.6,"H-AIPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,13.7340138205958,16.1774373832207,59.1161442862679,1.75288539927845,NA
21,"B","C2",600,0.6,"Clip-AIPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,3.2414655274658,4.33789488133932,86.6408332915778,1.33321511934448,0.101010101010101
21,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.922,0,0.022,0.450587665758726,0.41497960682484,-0.882148942786105,0.862,NA,NA,NA,NA,NA
21,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.92,0,0.02,0.454893745158597,0.41497960682484,-0.877769740936257,0.862,NA,NA,NA,NA,NA
21,"B","C2",600,0.6,"KM de-censoring",NA,0.948,0,0.0479999999999999,0.416800413666423,0.364243088783725,-1.01052860808522,0.93,NA,NA,NA,NA,NA
21,"B","C2",600,0.6,"Oracle",NA,0.897,0.003,0.003,1.1442086821777,0.569367481420215,-0.459122471490512,0.872,NA,NA,NA,NA,NA
22,"B","C2",600,0.6,"H-IPCW",0.13,0.9275,0,0.0275,0.437025733020315,0.391773837198036,-0.933421052536677,0.898580121703854,7.09964035620866,8.52000017350848,74.2932949716516,1.49658676828373,NA
22,"B","C2",600,0.6,"Clip-IPCW",0.12,0.9355,0,0.0355,0.414047538358121,0.371174923187925,-0.987432337343401,0.908722109533469,3.6786219685206,4.64759749438354,81.1807091087404,1.40162513316942,0.104166666666667
22,"B","C2",600,0.6,"H-AIPCW",0.14,0.9145,0,0.0145,0.459571152781448,0.411984788049868,-0.883119353447593,0.879310344827586,7.09964035620866,8.52000017350848,74.2932949716516,1.49658676828373,NA
22,"B","C2",600,0.6,"Clip-AIPCW",0.13,0.9275,0,0.0275,0.437025733020315,0.391773837198036,-0.933421052536677,0.898580121703854,3.6786219685206,4.64759749438354,81.1807091087404,1.40162513316942,0.104166666666667
22,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9385,0,0.0385,0.407017758336144,0.368775095723153,-0.998489340427018,0.921906693711968,NA,NA,NA,NA,NA
22,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.939,0,0.0389999999999999,0.407373795135848,0.368775095723153,-0.998383980407151,0.922920892494929,NA,NA,NA,NA,NA
22,"B","C2",600,0.6,"KM de-censoring",NA,0.954,0,0.0539999999999999,0.375775472813699,0.332671193881549,-1.11052408745184,0.93,NA,NA,NA,NA,NA
22,"B","C2",600,0.6,"Oracle",NA,0.8945,0.00550000000000006,0.00550000000000006,1.33429828304619,0.552765645319647,-0.467786489032772,0.876,NA,NA,NA,NA,NA
23,"B","C2",600,0.6,"H-IPCW",0.13,0.909,0,0.00900000000000001,0.483138644739004,0.439095584666994,-0.823997603448,0.872,14.3514792784244,16.7021563778858,54.4212358117579,1.85048943419584,NA
23,"B","C2",600,0.6,"Clip-IPCW",0.12,0.917,0,0.017,0.45928879302697,0.417419892408153,-0.874622074140321,0.878,4.04183740505303,5.30707847460983,75.3505944970717,1.48130132835129,0.1
23,"B","C2",600,0.6,"H-AIPCW",0.13,0.909,0,0.00900000000000001,0.483138644739004,0.439095584666994,-0.823997603448,0.872,14.3514792784244,16.7021563778858,54.4212358117579,1.85048943419584,NA
23,"B","C2",600,0.6,"Clip-AIPCW",0.12,0.917,0,0.017,0.45928879302697,0.417419892408153,-0.874622074140321,0.878,4.04183740505303,5.30707847460983,75.3505944970717,1.48130132835129,0.1
23,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.918,0,0.018,0.451452567703754,0.413131296548028,-0.88177368163691,0.876,NA,NA,NA,NA,NA
23,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9175,0,0.0175,0.452370336781585,0.413131296548028,-0.880967838165306,0.876,NA,NA,NA,NA,NA
23,"B","C2",600,0.6,"KM de-censoring",NA,0.9325,0,0.0325,0.434829059333364,0.392740370312604,-0.933961699688206,0.9,NA,NA,NA,NA,NA
23,"B","C2",600,0.6,"Oracle",NA,0.897,0.003,0.003,1.36056796373373,0.602710534370944,-0.442127560450214,0.89,NA,NA,NA,NA,NA
24,"B","C2",600,0.6,"H-IPCW",0.12,0.9395,0,0.0395,0.431600746777773,0.388655874939211,-0.945370789427699,0.918,11.8973977657217,16.7810071935308,58.4029239395891,1.76702950361952,NA
24,"B","C2",600,0.6,"Clip-IPCW",0.12,0.9395,0,0.0395,0.431600746777773,0.388655874939211,-0.945370789427699,0.918,2.84725554817256,4.4883713842364,78.960041087707,1.43109944433741,0.103448275862069
24,"B","C2",600,0.6,"H-AIPCW",0.16,0.896,0.004,0.004,0.523320307918466,0.471249212764299,-0.752678033027794,0.848,11.8973977657217,16.7810071935308,58.4029239395891,1.76702950361952,NA
24,"B","C2",600,0.6,"Clip-AIPCW",0.12,0.9395,0,0.0395,0.431600746777773,0.388655874939211,-0.945370789427699,0.918,2.84725554817256,4.4883713842364,78.960041087707,1.43109944433741,0.103448275862069
24,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9535,0,0.0535,0.400452772834955,0.373984034842079,-1.02442232756945,0.946,NA,NA,NA,NA,NA
24,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.936,0,0.036,0.446624263143972,0.394958972287069,-0.92977690068135,0.922,NA,NA,NA,NA,NA
24,"B","C2",600,0.6,"KM de-censoring",NA,0.9575,0,0.0575,0.406877904439072,0.34789880950208,-1.0737562165726,0.944,NA,NA,NA,NA,NA
24,"B","C2",600,0.6,"Oracle",NA,0.9005,0,0.000499999999999945,2.02381917471943,0.575331344795231,-0.479253601329174,0.888,NA,NA,NA,NA,NA
25,"B","C2",600,0.6,"H-IPCW",0.13,0.9135,0,0.0135,0.449112125177979,0.415698452191235,-0.873996204038077,0.828,10.7239060776804,10.594129310989,65.6986440238233,1.63222058297393,NA
25,"B","C2",600,0.6,"Clip-IPCW",0.12,0.927,0,0.027,0.424559974615799,0.392972966918221,-0.930215503874728,0.856,3.87153528016628,4.39818550320874,86.865558651852,1.33051354797233,0.107843137254902
25,"B","C2",600,0.6,"H-AIPCW",0.15,0.891,0.00900000000000001,0.00900000000000001,0.497037924499628,0.460058600762468,-0.772602452579227,0.796,10.7239060776804,10.594129310989,65.6986440238233,1.63222058297393,NA
25,"B","C2",600,0.6,"Clip-AIPCW",0.12,0.927,0,0.027,0.424559974615799,0.392972966918221,-0.930215503874728,0.856,3.87153528016628,4.39818550320874,86.865558651852,1.33051354797233,0.107843137254902
25,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9455,0,0.0455,0.411643181343545,0.373303849026675,-1.00074902778683,0.91,NA,NA,NA,NA,NA
25,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.93,0,0.03,0.439880159909683,0.40411167739362,-0.914390531095043,0.87,NA,NA,NA,NA,NA
25,"B","C2",600,0.6,"KM de-censoring",NA,0.952,0,0.0519999999999999,0.402923521857262,0.361661814013267,-1.03493675922399,0.93,NA,NA,NA,NA,NA
25,"B","C2",600,0.6,"Oracle",NA,0.896,0.004,0.004,1.23294962240117,0.585120659838435,-0.458302862995914,0.868,NA,NA,NA,NA,NA
26,"B","C2",600,0.6,"H-IPCW",0.06,0.9545,0,0.0545,0.38418300578956,0.34616281337907,-1.06095248929908,0.939922480620155,72.7656523610387,52.8315440522259,10.3518911102671,4.71985068330943,NA
26,"B","C2",600,0.6,"Clip-IPCW",0.07,0.942,0,0.0419999999999999,0.417848584055574,0.376496719645033,-0.976952378137931,0.923449612403101,3.61470814590035,4.62964286224668,84.8371384200979,1.35521298745705,0.107843137254902
26,"B","C2",600,0.6,"H-AIPCW",0.06,0.9545,0,0.0545,0.38418300578956,0.34616281337907,-1.06095248929908,0.939922480620155,72.7656523610387,52.8315440522259,10.3518911102671,4.71985068330943,NA
26,"B","C2",600,0.6,"Clip-AIPCW",0.07,0.942,0,0.0419999999999999,0.417848584055574,0.376496719645033,-0.976952378137931,0.923449612403101,3.61470814590035,4.62964286224668,84.8371384200979,1.35521298745705,0.107843137254902
26,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9555,0,0.0555,0.427748155937249,0.383563189023716,-1.07334157671404,0.936046511627907,NA,NA,NA,NA,NA
26,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.933,0,0.033,0.447769599233873,0.413962283203517,-0.897060560706997,0.914,NA,NA,NA,NA,NA
26,"B","C2",600,0.6,"KM de-censoring",NA,0.958,0,0.0579999999999999,0.422691517279255,0.365515009869499,-1.17369058383157,0.931201550387597,NA,NA,NA,NA,NA
26,"B","C2",600,0.6,"Oracle",NA,0.909,0,0.00900000000000001,1.10401513403066,0.574502974008519,-0.458860289569818,0.894,NA,NA,NA,NA,NA
27,"B","C2",600,0.6,"H-IPCW",0.11,0.9435,0,0.0435,0.416133020506641,0.3817250030722,-0.955407430600835,0.898,11.1558798045815,13.2430466011137,66.122625367189,1.6249992434499,NA
27,"B","C2",600,0.6,"Clip-IPCW",0.1,0.951,0,0.0509999999999999,0.390594628998478,0.358298257064293,-1.01874213287867,0.91,3.20349937205703,4.24262674124496,86.3534249398646,1.33668270451799,0.102040816326531
27,"B","C2",600,0.6,"H-AIPCW",0.11,0.9435,0,0.0435,0.416133020506641,0.3817250030722,-0.955407430600835,0.898,11.1558798045815,13.2430466011137,66.122625367189,1.6249992434499,NA
27,"B","C2",600,0.6,"Clip-AIPCW",0.11,0.9435,0,0.0435,0.416133020506641,0.3817250030722,-0.955407430600835,0.898,3.20349937205703,4.24262674124496,86.3534249398646,1.33668270451799,0.102040816326531
27,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9585,0,0.0585,0.419793965826415,0.363197641798197,-1.1476353697884,0.942,NA,NA,NA,NA,NA
27,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9475,0,0.0475,0.448525542149841,0.390091223530047,-0.945710721206471,0.936,NA,NA,NA,NA,NA
27,"B","C2",600,0.6,"KM de-censoring",NA,0.9665,0,0.0665,0.410662852925385,0.316306542567262,-1.60088238493378,0.944,NA,NA,NA,NA,NA
27,"B","C2",600,0.6,"Oracle",NA,0.9085,0,0.00849999999999995,1.26058811960025,0.585083414691955,-0.436083839691334,0.888,NA,NA,NA,NA,NA
28,"B","C2",600,0.6,"H-IPCW",0.1,0.9425,0,0.0425,0.382775550722125,0.366079023454196,-1.00785841171095,0.9,10.0610520283468,12.3191887499128,67.644402467259,1.59957067713481,NA
28,"B","C2",600,0.6,"Clip-IPCW",0.1,0.9425,0,0.0425,0.382775550722125,0.366079023454196,-1.00785841171095,0.9,3.80015382685674,5.01672590921531,80.9222815819195,1.40500311649904,0.103092783505155
28,"B","C2",600,0.6,"H-AIPCW",0.11,0.9335,0,0.0335,0.406163966871853,0.388447245583535,-0.948550262300282,0.892,10.0610520283468,12.3191887499128,67.644402467259,1.59957067713481,NA
28,"B","C2",600,0.6,"Clip-AIPCW",0.1,0.9425,0,0.0425,0.382775550722125,0.366079023454196,-1.00785841171095,0.9,3.80015382685674,5.01672590921531,80.9222815819195,1.40500311649904,0.103092783505155
28,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.922,0,0.022,0.481138464787493,0.432811881012011,-0.854308252479641,0.894,NA,NA,NA,NA,NA
28,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9235,0,0.0235,0.476727173182126,0.432065977997717,-0.851429424802132,0.902,NA,NA,NA,NA,NA
28,"B","C2",600,0.6,"KM de-censoring",NA,0.93,0,0.03,0.468200955722982,0.414258429519022,-0.90115775574809,0.892,NA,NA,NA,NA,NA
28,"B","C2",600,0.6,"Oracle",NA,0.896,0.004,0.004,1.25226470751094,0.580341416653393,-0.448971318839887,0.886,NA,NA,NA,NA,NA
29,"B","C2",600,0.6,"H-IPCW",0.12,0.913,0,0.013,0.532213924041043,0.456978920561423,-0.76575927805591,0.893485005170631,13.6489355699707,14.2633718859186,62.0357680505382,1.69727397065704,NA
29,"B","C2",600,0.6,"Clip-IPCW",0.11,0.926,0,0.026,0.503343024814332,0.432189279087777,-0.821532903877445,0.90382626680455,3.51418138085454,4.25659101636057,90.083845494765,1.29272881291765,0.105769230769231
29,"B","C2",600,0.6,"H-AIPCW",0.12,0.913,0,0.013,0.532213924041043,0.456978920561423,-0.76575927805591,0.893485005170631,13.6489355699707,14.2633718859186,62.0357680505382,1.69727397065704,NA
29,"B","C2",600,0.6,"Clip-AIPCW",0.11,0.926,0,0.026,0.503343024814332,0.432189279087777,-0.821532903877445,0.90382626680455,3.51418138085454,4.25659101636057,90.083845494765,1.29272881291765,0.105769230769231
29,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.941,0,0.0409999999999999,0.474048938655569,0.423343890683849,-0.883633575548537,0.919338159255429,NA,NA,NA,NA,NA
29,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9245,0,0.0245,0.516506695064948,0.439770613414973,-0.813819582787744,0.900723888314374,NA,NA,NA,NA,NA
29,"B","C2",600,0.6,"KM de-censoring",NA,0.9465,0,0.0465,0.469110443538016,0.381341750175004,-0.989005395957653,0.908,NA,NA,NA,NA,NA
29,"B","C2",600,0.6,"Oracle",NA,0.894,0.00600000000000001,0.00600000000000001,1.53200571110188,0.603381224937963,-0.414009389825244,0.878419452887538,NA,NA,NA,NA,NA
30,"B","C2",600,0.6,"H-IPCW",0.13,0.9035,0,0.00349999999999995,0.464493459666207,0.442598787029383,-0.821424058100797,0.82,14.6743583451253,16.8896244011174,58.7570430653712,1.75997814110793,NA
30,"B","C2",600,0.6,"Clip-IPCW",0.13,0.9035,0,0.00349999999999995,0.464493459666207,0.442598787029383,-0.821424058100797,0.82,3.74188018157252,4.83752223115855,81.9911720530593,1.39111745160679,0.104166666666667
30,"B","C2",600,0.6,"H-AIPCW",0.14,0.8965,0.00350000000000006,0.00350000000000006,0.48597275821562,0.463065623077071,-0.776218966606228,0.816,14.6743583451253,16.8896244011174,58.7570430653712,1.75997814110793,NA
30,"B","C2",600,0.6,"Clip-AIPCW",0.13,0.9035,0,0.00349999999999995,0.464493459666207,0.442598787029383,-0.821424058100797,0.82,3.74188018157252,4.83752223115855,81.9911720530593,1.39111745160679,0.104166666666667
30,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.932,0,0.032,0.415545918438312,0.389058563814193,-0.950913986593877,0.892,NA,NA,NA,NA,NA
30,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9175,0,0.0175,0.439528987485673,0.414204713952944,-0.884822107277221,0.854,NA,NA,NA,NA,NA
30,"B","C2",600,0.6,"KM de-censoring",NA,0.945,0,0.0449999999999999,0.385116866554857,0.358165934126482,-1.04134940461557,0.914,NA,NA,NA,NA,NA
30,"B","C2",600,0.6,"Oracle",NA,0.8895,0.0105000000000001,0.0105000000000001,1.44703307041177,0.612376161782635,-0.417944245945947,0.874,NA,NA,NA,NA,NA
31,"B","C2",600,0.6,"H-IPCW",0.12,0.889,0.011,0.011,0.526441604158745,0.471755915795604,-0.752015995324354,0.848,100.273689664807,71.4199182845793,9.84269734269073,4.84576093498048,NA
31,"B","C2",600,0.6,"Clip-IPCW",0.1,0.912,0,0.012,0.473715672240152,0.424507046971529,-0.8575491133484,0.878,5.68128044889695,6.83457263692398,60.1046380592234,1.73365493631925,0.107142857142857
31,"B","C2",600,0.6,"H-AIPCW",0.07,0.9505,0,0.0505,0.386488605094283,0.346340951019971,-1.06105402216709,0.93,100.273689664807,71.4199182845793,9.84269734269073,4.84576093498048,NA
31,"B","C2",600,0.6,"Clip-AIPCW",0.1,0.912,0,0.012,0.473715672240152,0.424507046971529,-0.8575491133484,0.878,5.68128044889695,6.83457263692398,60.1046380592234,1.73365493631925,0.107142857142857
31,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9365,0,0.0365,0.419114662956965,0.392760036435204,-0.982723456209973,0.922,NA,NA,NA,NA,NA
31,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.909,0,0.00900000000000001,0.488935686362166,0.440614386939926,-0.824083957485215,0.876,NA,NA,NA,NA,NA
31,"B","C2",600,0.6,"KM de-censoring",NA,0.933,0,0.033,0.451464125247235,0.391780917336272,-0.948759716060893,0.916666666666667,NA,NA,NA,NA,NA
31,"B","C2",600,0.6,"Oracle",NA,0.898,0.002,0.002,4.83595732643731,0.587969788166784,-0.431786561830403,0.889676113360324,NA,NA,NA,NA,NA
32,"B","C2",600,0.6,"H-IPCW",0.09,0.9345,0,0.0345,0.404625840994004,0.377422744260082,-0.976380887100565,0.874,27.5006019519014,31.5893971447333,36.0681761080658,2.38279720134582,NA
32,"B","C2",600,0.6,"Clip-IPCW",0.08,0.9475,0,0.0475,0.379481113267626,0.353968502882792,-1.0405388496112,0.9,3.27121000504899,4.54255432717678,83.2221583946642,1.37540159409887,0.106382978723404
32,"B","C2",600,0.6,"H-AIPCW",0.09,0.9345,0,0.0345,0.404625840994004,0.377422744260082,-0.976380887100565,0.874,27.5006019519014,31.5893971447333,36.0681761080658,2.38279720134582,NA
32,"B","C2",600,0.6,"Clip-AIPCW",0.09,0.9345,0,0.0345,0.404625840994004,0.377422744260082,-0.976380887100565,0.874,3.27121000504899,4.54255432717678,83.2221583946642,1.37540159409887,0.106382978723404
32,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.948,0,0.0479999999999999,0.422500833034283,0.384917265094627,-0.995648611890885,0.926,NA,NA,NA,NA,NA
32,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9225,0,0.0225,0.470579788793981,0.425453016488721,-0.864588373943006,0.884,NA,NA,NA,NA,NA
32,"B","C2",600,0.6,"KM de-censoring",NA,0.9485,0,0.0485,0.428780762266799,0.374891919556611,-1.01292311048875,0.928,NA,NA,NA,NA,NA
32,"B","C2",600,0.6,"Oracle",NA,0.8965,0.00350000000000006,0.00350000000000006,1.64202405479022,0.570779505061369,-0.466824197624965,0.882,NA,NA,NA,NA,NA
33,"B","C2",600,0.6,"H-IPCW",0.1,0.9335,0,0.0335,0.406024552178141,0.381089951475955,-0.978375488541957,0.862,10.2687913163803,14.2913130022439,61.0644058253027,1.71538248920126,NA
33,"B","C2",600,0.6,"Clip-IPCW",0.09,0.949,0,0.0489999999999999,0.381827412234149,0.358378795616919,-1.03982041358058,0.894,3.29332901326219,5.07742110087838,78.1169421409445,1.4425628799193,0.1
33,"B","C2",600,0.6,"H-AIPCW",0.1,0.9335,0,0.0335,0.406024552178141,0.381089951475955,-0.978375488541957,0.862,10.2687913163803,14.2913130022439,61.0644058253027,1.71538248920126,NA
33,"B","C2",600,0.6,"Clip-AIPCW",0.1,0.9335,0,0.0335,0.406024552178141,0.381089951475955,-0.978375488541957,0.862,3.29332901326219,5.07742110087838,78.1169421409445,1.4425628799193,0.1
33,"B","C2",600,0.6,"DR-COSARC (fixed)",NA,0.949,0,0.0489999999999999,0.402800243307975,0.387195828363013,-1.00204776580789,0.924,NA,NA,NA,NA,NA
33,"B","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.928,0,0.028,0.434892439232756,0.402475519662921,-0.927712469803287,0.868,NA,NA,NA,NA,NA
33,"B","C2",600,0.6,"KM de-censoring",NA,0.9505,0,0.0505,0.414283138913884,0.376067301255913,-1.00884572875342,0.94,NA,NA,NA,NA,NA
33,"B","C2",600,0.6,"Oracle",NA,0.8915,0.00850000000000006,0.00850000000000006,1.8170466154741,0.59739086827979,-0.43674352497806,0.864,NA,NA,NA,NA,NA
34,"B","C2",600,0.6,"H-IPCW",0.07,0.951,0,0.0509999999999999,0.354058403078413,0.333540080751341,-1.10241441528314,0.908,4.79546952954493,6.645944968993,79.1640055648501,1.42834926077292,NA
34,"B","C2",600,0.6,"Clip-IPCW",0.07,0.951,0,0.0509999999999999,0.354058403078413,0.333540080751341,-1.10241441528314,0.908,2.84440265642117,4.14425238016841,84.9821812578729,1.35342297379656,0.10752688172043
34,"B","C2",600,0.6,"H-AIPCW",0.08,0.939,0,0.0389999999999999,0.381967687316885,0.359831971687058,-1.02654027840353,0.882,4.79546952954493,6.645944968993,79.1640055648501,1.42834926077292,NA
34,"B","C2",600,0.6,"Clip-AIPCW",0.07,0.951,0,0.0509999999999999,0.354058403078413,0.333540080751341,-1.10241441528314,0.908,2.84440265642117,4.14425238016841,84.9821812578729,1.35342297379656,0.10752688172043
