"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
7,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.08,0.9605,0,0.0605,0.377119222482282,0.328724547290912,-1.11119316140472,0.946,3.48358360970674,4.18523376122135,94.0142761466026,1.24871969315046,0.107142857142857
8,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.07,0.9415,0,0.0415,0.447885031180718,0.397665854439483,-0.921050722915022,0.912,11.7571294492359,13.8626016478589,56.9004633029331,1.79759723662064,NA
8,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.07,0.9415,0,0.0415,0.447885031180718,0.397665854439483,-0.921050722915022,0.912,3.39753130332298,4.65970165847246,81.589449393436,1.39630959055008,0.10752688172043
8,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.08,0.9245,0,0.0245,0.481849983969358,0.427822481768788,-0.847954466538605,0.892,11.7571294492359,13.8626016478589,56.9004633029331,1.79759723662064,NA
8,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.07,0.9415,0,0.0415,0.447885031180718,0.397665854439483,-0.921050722915022,0.912,3.39753130332298,4.65970165847246,81.589449393436,1.39630959055008,0.10752688172043
9,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.05,0.966,0,0.0659999999999999,0.380020861646393,0.320112830654298,-1.13543156190251,0.94949494949495,18.9584150988696,22.1135160595002,44.1613918457238,2.11025263377589,NA
9,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.04,0.973,0,0.073,0.337831965138752,0.28457476302103,-1.25310908487972,0.96,3.70403543377792,5.2754048277721,75.7485901077319,1.47561800781545,0.101123595505618
9,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.06,0.9565,0,0.0565,0.418588807070437,0.35260076862887,-1.03876864149326,0.935353535353535,18.9584150988696,22.1135160595002,44.1613918457238,2.11025263377589,NA
9,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.05,0.966,0,0.0659999999999999,0.380020861646393,0.320112830654298,-1.13543156190251,0.94949494949495,3.70403543377792,5.2754048277721,75.7485901077319,1.47561800781545,0.101123595505618
10,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.11,0.9265,0,0.0265,0.46495038623895,0.42269348384949,-0.861853937954022,0.9,15.4081958042194,15.4245439013283,63.8380949858591,1.66464913766178,NA
10,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.11,0.9265,0,0.0265,0.46495038623895,0.42269348384949,-0.861853937954022,0.9,3.88839671730411,4.39365492225505,87.3140275648401,1.3251475236061,0.10377358490566
