"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
3,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.09,0.925,0,0.025,0.611916906293113,0.461814703691874,-0.766799506122994,0.878,11.1148862978148,29.8174889886722,37.242809663272,2.33815653984768,NA,NA,NA,NA
3,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.1,0.912,0,0.012,0.655221814359787,0.494496989606091,-0.698422179201791,0.858,3.15795713687655,4.83244586784511,80.4709826499925,1.41093453312249,0.117021276595745,3.15795713687655,0.653490431809999,NA
3,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.16,0.832,0.0680000000000001,0.0680000000000001,0.894115533236637,0.674790475310367,-0.387561006754209,0.772,49.0742771212114,48.4774680714863,17.3312227594296,3.59187926657397,NA,NA,NA,NA
3,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.11,0.902,0,0.002,0.697274783910565,0.526234435446741,-0.636216434281959,0.848,3.15795713687655,4.83244586784511,80.4709826499925,1.41093453312249,0.117021276595745,3.15795713687655,0.653490431809999,NA
4,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.06,0.9645,0,0.0645,0.451759296482283,0.330784221798813,-1.08792774721506,0.946,6.16654528692075,11.2793797495082,74.4499206475146,1.49430499240451,NA,NA,NA,NA
4,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.05,0.973,0,0.073,0.402115135056973,0.294434100325286,-1.2043388020693,0.962,2.61729917772496,10.0456227521477,77.2203617447352,1.45492562837077,NA,NA,NA,NA
4,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.06,0.9645,0,0.0645,0.451759296482283,0.330784221798813,-1.08792774721506,0.946,2.47828659863966,4.74220586778741,83.8653157527104,1.3673042754998,0.0652173913043478,2.47828659863966,0.522602069107549,NA
4,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.08,0.945,0,0.0449999999999999,0.543643079052819,0.398062760946082,-0.902784328453669,0.922,6.16654528692075,11.2793797495082,74.4499206475146,1.49430499240451,NA,NA,NA,NA
4,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.08,0.945,0,0.0449999999999999,0.543643079052819,0.398062760946082,-0.902784328453669,0.922,2.47828659863966,4.74220586778741,83.8653157527104,1.3673042754998,0.0652173913043478,2.47828659863966,0.522602069107549,NA
5,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.09,0.936,0,0.036,0.558921712406229,0.437089338292319,-0.836162915726462,0.926348547717842,8.02671147376231,10.4451560139073,62.1456128785184,1.69524988612371,NA,NA,NA,NA
5,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.07,0.9585,0,0.0585,0.472807387258894,0.369746001004356,-1.00348423925112,0.948514851485148,2.6853337160955,7.96117001137122,77.5426557148897,1.45046084543294,NA,NA,NA,NA
5,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.07,0.9585,0,0.0585,0.472807387258894,0.369746001004356,-1.00348423925112,0.948514851485148,2.97780652068965,4.43806309144636,79.8052272810198,1.41976076824633,0.108695652173913,2.97780652068965,0.67096984863259,NA
5,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.11,0.9035,0,0.00349999999999995,0.639776128880104,0.50031930880542,-0.701054013175923,0.889004149377593,8.02671147376231,10.4451560139073,62.1456128785184,1.69524988612371,NA,NA,NA,NA
5,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.09,0.936,0,0.036,0.558921712406229,0.437089338292319,-0.836162915726462,0.926348547717842,2.97780652068965,4.43806309144636,79.8052272810198,1.41976076824633,0.108695652173913,2.97780652068965,0.67096984863259,NA
6,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.09,0.9115,0,0.0115,0.623347715820944,0.485265945491303,-0.728131515031782,0.892,12.6208093956039,14.5404204250609,59.6518763847536,1.74241030071435,NA,NA,NA,NA
6,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.07,0.939,0,0.0389999999999999,0.54006090421367,0.420428532349696,-0.871554090676276,0.914,3.47585305179188,9.26808708386015,82.5111262675014,1.38444386579564,NA,NA,NA,NA
6,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.09,0.9115,0,0.0115,0.623347715820944,0.485265945491303,-0.728131515031782,0.892,3.72339586884151,4.88938542803637,83.2788927686896,1.37468421174811,0.108910891089109,3.72339586884151,0.761526356153284,NA
6,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.09,0.9115,0,0.0115,0.623347715820944,0.485265945491303,-0.728131515031782,0.892,12.6208093956039,14.5404204250609,59.6518763847536,1.74241030071435,NA,NA,NA,NA
6,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.09,0.9115,0,0.0115,0.623347715820944,0.485265945491303,-0.728131515031782,0.892,3.72339586884151,4.88938542803637,83.2788927686896,1.37468421174811,0.108910891089109,3.72339586884151,0.761526356153284,NA
7,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.11,0.882,0.018,0.018,0.794489376245898,0.598924294477261,-0.521158711500961,0.836,128.804398050298,83.6346146588675,7.55951888069141,5.55668112581127,NA,NA,NA,NA
7,600,"C","C3",0.6,"weibull_cox","Stab-IPCW",0.06,0.943,0,0.0429999999999999,0.562646035081052,0.424149635824772,-0.866207607460253,0.912,37.8664597224028,61.2610313758294,13.7643313943317,4.06265224292047,NA,NA,NA,NA
7,600,"C","C3",0.6,"weibull_cox","Clip-IPCW",0.06,0.943,0,0.0429999999999999,0.562646035081052,0.424149635824772,-0.866207607460253,0.912,2.77159800347157,3.73815190575741,99.3127858892367,1.1927005043973,0.116071428571429,2.77159800347157,0.741435359864008,NA
7,600,"C","C3",0.6,"weibull_cox","H-AIPCW",0.01,0.995,0,0.095,0.208932786860583,0.157503581174272,-1.85684571949192,0.992,128.804398050298,83.6346146588675,7.55951888069141,5.55668112581127,NA,NA,NA,NA
7,600,"C","C3",0.6,"weibull_cox","Clip-AIPCW",0.06,0.943,0,0.0429999999999999,0.562646035081052,0.424149635824772,-0.866207607460253,0.912,2.77159800347157,3.73815190575741,99.3127858892367,1.1927005043973,0.116071428571429,2.77159800347157,0.741435359864008,NA
8,600,"C","C3",0.6,"weibull_cox","H-IPCW",0.08,0.9105,0,0.0105,0.637815047230405,0.48105139812733,-0.75583598324212,0.876,19.5275767962394,19.7254146521748,41.1143178371303,2.20400149904063,NA,NA,NA,NA
