"method","tau_hat","calibration_moment","clip_c","coverage_ipcw_hajek","coverage_ipcw_ht","observed_y_coverage","coverage_shortfall","abs_calibration_error","pac_success","mean_lpb","median_lpb","mean_log_lpb","sd_lpb","worst_slice_coverage","max_raw_weight","max_normalized_weight","weight_variance","weight_cv","effective_sample_size","clipped_fraction","computation_time_sec","split","n_total","n_train","n_cal","n_test","events_train","events_cal","events_test","censoring_test"
"Stab-IPCW",0.03,0.0595904102356117,Inf,0.95044976527729,0.622500994858913,0.924418604651163,0,0.0504497652772903,1,0.762407241582902,0.542794207197508,-0.489064837724851,0.876739676712186,0.849010704031997,1.34594444753055,3.11280200948268,0.244899952048651,1.14450768455943,74.2755650454573,NA,0.0579999999999998,7,686,343,171,172,146,75,78,0.546511627906977
"Clip-IPCW",0.05,0.00620607773930416,1.51079581978641,0.922169135433764,0.603978479670858,0.906976744186046,0,0.0221691354337644,1,1.06499147938948,0.773107788931293,-0.137518115898703,1.09156238779664,0.73226185836593,1.51079581978641,2.96129572780575,0.348895672109888,1.15777401136342,73.3086967576281,0.106666666666667,0.0640000000000001,7,686,343,171,172,146,75,78,0.546511627906977
"H-AIPCW",0.05,0.0161232552809569,Inf,0.922169135433764,0.603978479670858,0.906976744186046,0,0.0221691354337644,1,1.06499147938948,0.773107788931293,-0.137518115898703,1.09156238779664,0.73226185836593,7.48658150822347,12.5056030316212,0.917085110537332,1.59965343402339,48.2515604961066,NA,0.133,7,686,343,171,172,146,75,78,0.546511627906977
"Clip-AIPCW",0.05,0.00891159688275283,1.51079581978641,0.922169135433764,0.603978479670858,0.906976744186046,0,0.0221691354337644,1,1.06499147938948,0.773107788931293,-0.137518115898703,1.09156238779664,0.73226185836593,1.51079581978641,2.96129572780575,0.348895672109888,1.15777401136342,73.3086967576281,0.106666666666667,0.135,7,686,343,171,172,146,75,78,0.546511627906977
"Naive-Y",0.07,0.0122807017543859,Inf,0.916714553943879,0.532620859738724,0.877906976744186,0,0.0167145539438788,1,1.17393220154922,0.852798683591664,-0.0389237336447781,1.10595421969028,0.807008734283824,1,1,0,0,171,NA,0.0510000000000002,8,686,343,171,172,159,72,68,0.604651162790698
"CC",0.09,0.00277777777777777,Inf,0.884614803778712,0.513970565100317,0.854651162790698,0.015385196221288,0.015385196221288,0,1.3905945953483,1.02285774843147,0.141010445785128,1.21889898505371,0.807008734283824,1,1,0.245201238390093,1.17604771811951,72,NA,0.048,8,686,343,171,172,159,72,68,0.604651162790698
"HT-IPCW",0.01,-0.104604402834987,Inf,1,0.58101058551682,0.976744186046512,0,0.1,1,0.334402346490238,0.216298466932041,-1.40281204315692,0.66766822303633,1,43.8126837313851,43.8126837313851,11.4795808396712,4.25970803094879,8.98156380875029,NA,0.221,8,686,343,171,172,159,72,68,0.604651162790698
"H-IPCW",0.12,0.0135972449444776,Inf,0.768678609374936,0.446610408907187,0.784883720930233,0.131321390625064,0.131321390625064,0,1.69076735238819,1.26319841425057,0.34920304972205,1.36281969712469,0.570968883877015,43.8126837313851,55.082884400598,11.4795808396712,4.25970803094879,8.98156380875029,NA,0.0609999999999999,8,686,343,171,172,159,72,68,0.604651162790698
"Stab-IPCW",0.09,0.00252221598628303,Inf,0.884614803778712,0.513970565100317,0.854651162790698,0.015385196221288,0.015385196221288,0,1.3905945953483,1.02285774843147,0.141010445785128,1.21889898505371,0.807008734283824,1.46676356216714,3.50304268034765,0.245728959647268,1.18389581989359,71.4460967121624,NA,0.0579999999999998,8,686,343,171,172,159,72,68,0.604651162790698
"Clip-IPCW",0.09,0.015620043182908,1.70784366324795,0.884614803778712,0.513970565100317,0.854651162790698,0.015385196221288,0.015385196221288,0,1.3905945953483,1.02285774843147,0.141010445785128,1.21889898505371,0.807008734283824,1.70784366324795,3.3080223775394,0.388798349792481,1.20776525742798,69.7911746833576,0.111111111111111,0.069,8,686,343,171,172,159,72,68,0.604651162790698
