method,tau_hat,calibration_moment,clip_c,coverage_ipcw_hajek,coverage_ipcw_ht,observed_y_coverage,coverage_shortfall,abs_calibration_error,pac_success,mean_lpb,median_lpb,mean_log_lpb,sd_lpb,worst_slice_coverage,max_raw_weight,max_normalized_weight,weight_variance,weight_cv,effective_sample_size,clipped_fraction,computation_time_sec,split,n_total,n_train,n_cal,n_test,events_train,events_cal,events_test,censoring_test
Clip-AIPCW,0.05,0.007420899336137307,1.8197876718373147,0.9798582584899953,0.5837729926869399,0.9244186046511628,0,0.07985825848999528,1,0.8570227391720364,0.7812882192668018,-0.2532346085756679,0.3914827180443051,0.928510208656092,1.8197876718373147,3.2414230445743093,0.4187863313675218,1.1526866039973382,73.67779664570794,0.1038961038961039,0.13599999999999923,22,686,343,171,172,145,77,77,0.5523255813953488
Naive-Y,0.09,5.847953216374047e-4,Inf,0.9070488917201411,0.5296044165320768,0.8662790697674418,0,0.007048891720141115,1,1.2383456173628347,1.0141209113487817,0.07345930498881867,0.9608139114540482,0.8088680967933533,1,1,0,0,171,NA,0.047999999999998266,23,686,343,171,172,158,69,72,0.5813953488372093
CC,0.08,0.02753623188405796,Inf,0.9276553168797871,0.5416360213034471,0.8837209302325582,0,0.027655316879787062,1,1.1356881532413377,0.9264197696119836,-0.016464795237962064,0.9140938121458243,0.8671990034284196,1,1,0.24210526315789474,1.2194082670455908,69,NA,0.04800000000000182,23,686,343,171,172,158,69,72,0.5813953488372093
HT-IPCW,0.01,-0.2608875827510394,Inf,1,0.5838763724497001,0.9883720930232558,0,0.09999999999999998,1,0.28057048018869374,0.19588549343628034,-1.5612282662276722,0.6713922663331439,1,10.050178833778848,10.050178833778848,1.5455475466105026,1.9451985158638345,35.9117719833413,NA,0.2289999999999992,23,686,343,171,172,158,69,72,0.5813953488372093
H-IPCW,0.09999999999999999,0.004287915395901128,Inf,0.9070488917201411,0.5296044165320768,0.8662790697674418,0,0.007048891720141115,1,1.3389674632955244,1.1000830072127217,0.15434975943376963,1.0087789237884293,0.8088680967933533,10.050178833778848,15.725212908613992,1.5455475466105026,1.9451985158638345,35.9117719833413,NA,0.05799999999999983,23,686,343,171,172,158,69,72,0.5813953488372093
Stab-IPCW,0.08,0.030144682047923876,Inf,0.9276553168797871,0.5416360213034471,0.8837209302325582,0,0.027655316879787062,1,1.1356881532413377,0.9264197696119836,-0.016464795237962064,0.9140938121458243,0.8671990034284196,2.6076728527761115,6.146518638986995,0.2977499747577456,1.2861806271262628,64.66039045044354,NA,0.06299999999999883,23,686,343,171,172,158,69,72,0.5813953488372093
Clip-IPCW,0.09,0.004369411947159643,2.219531596137694,0.9070488917201411,0.5296044165320768,0.8662790697674418,0,0.007048891720141115,1,1.2383456173628347,1.0141209113487817,0.07345930498881867,0.9608139114540482,0.8088680967933533,2.219531596137694,4.339595506251342,0.4437391878230407,1.302422262513938,63.65434348603969,0.10144927536231885,0.06499999999999773,23,686,343,171,172,158,69,72,0.5813953488372093
H-AIPCW,0.09999999999999999,0.020610150563281516,Inf,0.9070488917201411,0.5296044165320768,0.8662790697674418,0,0.007048891720141115,1,1.3389674632955244,1.1000830072127217,0.15434975943376963,1.0087789237884293,0.8088680967933533,10.050178833778848,15.725212908613992,1.5455475466105026,1.9451985158638345,35.9117719833413,NA,0.2220000000000013,23,686,343,171,172,158,69,72,0.5813953488372093
Clip-AIPCW,0.09,0.006345600453003685,2.219531596137694,0.9070488917201411,0.5296044165320768,0.8662790697674418,0,0.007048891720141115,1,1.2383456173628347,1.0141209113487817,0.07345930498881867,0.9608139114540482,0.8088680967933533,2.219531596137694,4.339595506251342,0.4437391878230407,1.302422262513938,63.65434348603969,0.10144927536231885,0.13300000000000267,23,686,343,171,172,158,69,72,0.5813953488372093
Naive-Y,0.03,0.018128654970760213,Inf,0.9853763467938121,0.8090103170633175,0.9476744186046512,0,0.08537634679381212,1,0.6822120411113678,0.5336982742395866,-0.5537581540621868,0.7123837968034191,0.9616007856622404,1,1,0,0,171,NA,0.046999999999997044,24,686,343,171,172,146,73,80,0.5348837209302325
CC,0.05,0.004109589041095818,Inf,0.9335087934543838,0.7664261958704737,0.8953488372093024,0,0.033508793454383734,1,0.961629252869766,0.7699109519166514,-0.18944443212252976,0.7846636592546844,0.8582300722827277,1,1,0.24609563123495012,1.162051036227645,73,NA,0.04899999999999949,24,686,343,171,172,146,73,80,0.5348837209302325
HT-IPCW,0.01,-0.29462039745696955,Inf,0.9926089281615202,0.8149483862736394,0.9651162790697675,0,0.09260892816152022,1,0.3182135715190818,0.24474772460791588,-1.3321591214255146,0.38932787409959557,0.9717108712606274,10.121766798051178,10.121766798051178,1.0871629208151443,1.722342554533294,43.300828396149946,NA,0.2240000000000002,24,686,343,171,172,146,73,80,0.5348837209302325
H-IPCW,0.05,0.024677999971795508,Inf,0.9335087934543838,0.7664261958704737,0.8953488372093024,0,0.033508793454383734,1,0.961629252869766,0.7699109519166514,-0.18944443212252976,0.7846636592546844,0.8582300722827277,10.121766798051178,16.719702407435708,1.0871629208151443,1.722342554533294,43.300828396149946,NA,0.05699999999999861,24,686,343,171,172,146,73,80,0.5348837209302325
Stab-IPCW,0.05,0.0032185987531945254,Inf,0.9335087934543838,0.7664261958704737,0.8953488372093024,0,0.033508793454383734,1,0.961629252869766,0.7699109519166514,-0.18944443212252976,0.7846636592546844,0.8582300722827277,1.8380491138401591,4.163778138234523,0.26977061895836146,1.176597152392567,71.96106332236745,NA,0.05999999999999872,24,686,343,171,172,146,73,80,0.5348837209302325
Clip-IPCW,0.05,0.013089723939711568,1.6794291517273388,0.9335087934543838,0.7664261958704737,0.8953488372093024,0,0.033508793454383734,1,0.961629252869766,0.7699109519166514,-0.18944443212252976,0.7846636592546844,0.8582300722827277,1.6794291517273388,3.200981687745581,0.3937253294621732,1.1959642001256772,70.60380272858262,0.1095890410958904,0.06400000000000006,24,686,343,171,172,146,73,80,0.5348837209302325
H-AIPCW,0.05,0.03126908106301328,Inf,0.9335087934543838,0.7664261958704737,0.8953488372093024,0,0.033508793454383734,1,0.961629252869766,0.7699109519166514,-0.18944443212252976,0.7846636592546844,0.8582300722827277,10.121766798051178,16.719702407435708,1.0871629208151443,1.722342554533294,43.300828396149946,NA,0.1280000000000001,24,686,343,171,172,146,73,80,0.5348837209302325
Clip-AIPCW,0.05,0.011595601746151554,1.6794291517273388,0.9335087934543838,0.7664261958704737,0.8953488372093024,0,0.033508793454383734,1,0.961629252869766,0.7699109519166514,-0.18944443212252976,0.7846636592546844,0.8582300722827277,1.6794291517273388,3.200981687745581,0.3937253294621732,1.1959642001256772,70.60380272858262,0.1095890410958904,0.13500000000000156,24,686,343,171,172,146,73,80,0.5348837209302325
Naive-Y,0.03,0.012280701754385942,Inf,0.9799501402531983,1.1926726910446965,0.9302325581395349,0,0.07995014025319824,1,0.745885698106896,0.5032421574067563,-0.5234117888514681,0.7604870383918443,0.9198981897806877,1,1,0,0,171,NA,0.047999999999998266,25,686,343,171,172,153,75,71,0.5872093023255814
CC,0.03,0.046666666666666634,Inf,0.9799501402531983,1.1926726910446965,0.9302325581395349,0,0.07995014025319824,1,0.745885698106896,0.5032421574067563,-0.5234117888514681,0.7604870383918443,0.9198981897806877,1,1,0.2476780185758514,1.1346935320890421,75,NA,0.05100000000000193,25,686,343,171,172,153,75,71,0.5872093023255814
HT-IPCW,0.01,-0.317671040600246,Inf,1,1.2170748715200297,0.9709302325581395,0,0.09999999999999998,1,0.3771524754871438,0.23699517896064476,-1.272065379197109,0.6570000785035757,1,10.056822175369938,10.056822175369938,0.9878383180440066,1.6831136622104215,44.807738257036846,NA,0.21899999999999764,25,686,343,171,172,153,75,71,0.5872093023255814
H-IPCW,0.04,0.014036989114395576,Inf,0.9601974156785542,1.168632146320841,0.9069767441860465,0,0.06019741567855419,1,0.8992387421813475,0.6139720350409202,-0.32569015465145845,0.8234711916673243,0.8649234152266599,10.056822175369938,17.030652287477132,0.9878383180440066,1.6831136622104215,44.807738257036846,NA,0.05700000000000216,25,686,343,171,172,153,75,71,0.5872093023255814
Stab-IPCW,0.03,0.045750404295617206,Inf,0.9799501402531983,1.1926726910446965,0.9302325581395349,0,0.07995014025319824,1,0.745885698106896,0.5032421574067563,-0.5234117888514681,0.7604870383918443,0.9198981897806877,2.1430143646897215,4.806415492781059,0.2655537126730536,1.1557726615975368,73.45364963431938,NA,0.060000000000002274,25,686,343,171,172,153,75,71,0.5872093023255814
Clip-IPCW,0.04,3.895355451726518e-4,1.5144142863432364,0.9601974156785542,1.168632146320841,0.9069767441860465,0,0.06019741567855419,1,0.8992387421813475,0.6139720350409202,-0.32569015465145845,0.8234711916673243,0.8649234152266599,1.5144142863432364,2.9717245748751293,0.34669908635556973,1.1554208662027965,73.47916258799387,0.10666666666666667,0.06300000000000239,25,686,343,171,172,153,75,71,0.5872093023255814
H-AIPCW,0.01,-1.8478772111511628,Inf,1,1.2170748715200297,0.9709302325581395,0,0.09999999999999998,1,0.3771524754871438,0.23699517896064476,-1.272065379197109,0.6570000785035757,1,10.056822175369938,17.030652287477132,0.9878383180440066,1.6831136622104215,44.807738257036846,NA,0.1280000000000001,25,686,343,171,172,153,75,71,0.5872093023255814
Clip-AIPCW,0.03,0.04447686290629136,1.5144142863432364,0.9799501402531983,1.1926726910446965,0.9302325581395349,0,0.07995014025319824,1,0.745885698106896,0.5032421574067563,-0.5234117888514681,0.7604870383918443,0.9198981897806877,1.5144142863432364,2.9717245748751293,0.34669908635556973,1.1554208662027965,73.47916258799387,0.10666666666666667,0.13400000000000034,25,686,343,171,172,153,75,71,0.5872093023255814
Naive-Y,0.05,5.847953216374047e-4,Inf,0.9736697395587256,0.6643661628912934,0.8953488372093024,0,0.07366973955872558,1,1.0344436992518269,0.6340576028223348,-0.310237675473203,1.442634101634197,0.9461906191785696,1,1,0,0,171,NA,0.13700000000000045,26,686,343,171,172,151,80,68,0.6046511627906976
CC,0.06999999999999999,0,Inf,0.9558001333058908,0.6521731561085677,0.8837209302325582,0,0.05580013330589073,1,1.267231893126403,0.8233005146873119,-0.05664868719316218,1.4734516363781982,0.907195866804822,1,1,0.2504299965600275,1.0696687227691517,80,NA,0.045999999999999375,26,686,343,171,172,151,80,68,0.6046511627906976
HT-IPCW,0.01,-0.09423289979301563,Inf,1,0.6823321460030062,0.9593023255813954,0,0.09999999999999998,1,0.40002410902129176,0.18591748317730877,-1.5154893033707009,1.051163940001407,1,21.901620402681974,21.901620402681974,4.420886516780134,2.5784974251180794,22.47111874861668,NA,0.21999999999999886,26,686,343,171,172,151,80,68,0.6046511627906976
H-IPCW,0.08,0.003621980933876628,Inf,0.9558001333058908,0.6521731561085677,0.872093023255814,0,0.05580013330589073,1,1.3788162832233688,0.9140119659390222,0.04483525516843865,1.4944513527498318,0.907195866804822,21.901620402681974,26.85890271617882,4.420886516780134,2.5784974251180794,22.47111874861668,NA,0.05999999999999872,26,686,343,171,172,151,80,68,0.6046511627906976
Stab-IPCW,0.060000000000000005,0.01028607030800749,Inf,0.9648373237441298,0.6583395216541293,0.8895348837209303,0,0.06483732374412976,1,1.152705476335692,0.7301973712752645,-0.17316653900295634,1.4560435973236048,0.9328086349736442,3.079556442014888,6.48245003974395,0.28742994527755816,1.128540154304717,75.45821305462134,NA,0.05700000000000216,26,686,343,171,172,151,80,68,0.6046511627906976
Clip-IPCW,0.06999999999999999,0.00743149366195362,1.7308204039357222,0.9558001333058908,0.6521731561085677,0.8837209302325582,0,0.05580013330589073,1,1.267231893126403,0.8233005146873119,-0.05664868719316218,1.4734516363781982,0.907195866804822,1.7308204039357222,3.0603765099332185,0.3931850332839086,1.1087186234070028,76.9553286297244,0.1,0.06400000000000006,26,686,343,171,172,151,80,68,0.6046511627906976
H-AIPCW,0.01,-0.10021937891638069,Inf,1,0.6823321460030062,0.9593023255813954,0,0.09999999999999998,1,0.40002410902129176,0.18591748317730877,-1.5154893033707009,1.051163940001407,1,21.901620402681974,26.85890271617882,4.420886516780134,2.5784974251180794,22.47111874861668,NA,0.12299999999999756,26,686,343,171,172,151,80,68,0.6046511627906976
Clip-AIPCW,0.060000000000000005,8.658614170605865e-4,1.7308204039357222,0.9648373237441298,0.6583395216541293,0.8895348837209303,0,0.06483732374412976,1,1.152705476335692,0.7301973712752645,-0.17316653900295634,1.4560435973236048,0.9328086349736442,1.7308204039357222,3.0603765099332185,0.3931850332839086,1.1087186234070028,76.9553286297244,0.1,0.14000000000000057,26,686,343,171,172,151,80,68,0.6046511627906976
Naive-Y,0.06999999999999999,5.847953216374047e-4,Inf,0.9213865308401479,0.5680765596122866,0.877906976744186,0,0.021386530840147855,1,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4587111337057931,1,1,0,0,171,NA,0.05099999999999838,27,686,343,171,172,144,82,73,0.5755813953488372
CC,0.06999999999999999,0.02682926829268295,Inf,0.9213865308401479,0.5680765596122866,0.877906976744186,0,0.021386530840147855,1,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4587111337057931,1,1,0.25104919160646716,1.0448685844066983,82,NA,0.0470000000000006,27,686,343,171,172,144,82,73,0.5755813953488372
HT-IPCW,0.01,-0.02564685998252192,Inf,1,0.616545326633218,0.9825581395348837,0,0.09999999999999998,1,0.2657764640623997,0.2261920114567822,-1.4723768769970405,0.169331729716892,1,22.585890216635605,22.585890216635605,4.9708700116437905,2.5499362867917807,22.909505447178635,NA,0.22100000000000009,27,686,343,171,172,144,82,73,0.5755813953488372
H-IPCW,0.08,0.030008181928179556,Inf,0.9019270518964686,0.5560789088108437,0.8662790697674418,0,0.001927051896468579,1,1.2267462794831743,1.044036045412492,0.05708817033133109,0.7815856462740697,0.4587111337057931,22.585890216635605,25.831542408807636,4.9708700116437905,2.5499362867917807,22.909505447178635,NA,0.06099999999999994,27,686,343,171,172,144,82,73,0.5755813953488372
Stab-IPCW,0.06999999999999999,0.030512930815339897,Inf,0.9213865308401479,0.5680765596122866,0.877906976744186,0,0.021386530840147855,1,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4587111337057931,4.671108514772142,9.145470728420968,0.3823673931016349,1.2106720955473214,69.59266742994016,NA,0.05699999999999861,27,686,343,171,172,144,82,73,0.5755813953488372
Clip-IPCW,0.06999999999999999,0.03915771740141723,1.9697308841236993,0.9213865308401479,0.5680765596122866,0.877906976744186,0,0.021386530840147855,1,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4587111337057931,1.9697308841236993,3.2502337157964303,0.4506981130494702,1.1077724663220487,77.02760078464675,0.10975609756097561,0.06700000000000017,27,686,343,171,172,144,82,73,0.5755813953488372
H-AIPCW,0.01,-0.7189862846627186,Inf,1,0.616545326633218,0.9825581395348837,0,0.09999999999999998,1,0.2657764640623997,0.2261920114567822,-1.4723768769970405,0.169331729716892,1,22.585890216635605,25.831542408807636,4.9708700116437905,2.5499362867917807,22.909505447178635,NA,0.1269999999999989,27,686,343,171,172,144,82,73,0.5755813953488372
Clip-AIPCW,0.06999999999999999,0.0023549998041353104,1.9697308841236993,0.9213865308401479,0.5680765596122866,0.877906976744186,0,0.021386530840147855,1,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4587111337057931,1.9697308841236993,3.2502337157964303,0.4506981130494702,1.1077724663220487,77.02760078464675,0.10975609756097561,0.13300000000000267,27,686,343,171,172,144,82,73,0.5755813953488372
Naive-Y,0.05,0.018128654970760213,Inf,0.9368178037523214,1.0270239331153888,0.877906976744186,0,0.036817803752321354,1,0.98141528269717,0.7486979633230544,-0.2475511803235086,0.834650076262939,0.865803963947326,1,1,0,0,171,NA,0.046999999999997044,28,686,343,171,172,129,84,86,0.5
CC,0.060000000000000005,0.004761904761904745,Inf,0.9257693701409304,1.0149116465033219,0.8604651162790697,0,0.025769370140930392,1,1.1229250533473243,0.8590246549121496,-0.11043445851618786,0.9315316941711611,0.8506119223310126,1,1,0.2513931888544892,1.0206893370115493,84,NA,0.04800000000000182,28,686,343,171,172,129,84,86,0.5
HT-IPCW,0.21000000000000002,0.006906286717910715,Inf,0.7421425605980082,0.8136034226343591,0.5581395348837209,0.15785743940199182,0.15785743940199182,0,2.870011420323502,2.289423119481814,0.8604838262079773,1.828448563683632,0.546689204319053,84.12631465229866,84.12631465229866,42.34592102853705,5.16101699510975,6.222632747898629,NA,0.2259999999999991,28,686,343,171,172,129,84,86,0.5
H-IPCW,0.09,8.822136012137552e-5,Inf,0.8867180305591091,0.9721000558075604,0.8081395348837209,0.013281969440890884,0.013281969440890884,0,1.5109314694566256,1.169916978420603,0.19666011002409753,1.1330123437278312,0.7906258200344729,84.12631465229866,66.72081792199786,42.34592102853705,5.16101699510975,6.222632747898629,NA,0.05799999999999983,28,686,343,171,172,129,84,86,0.5
Stab-IPCW,0.060000000000000005,0.014231601775907187,Inf,0.9257693701409304,1.0149116465033219,0.8604651162790697,0,0.025769370140930392,1,1.1229250533473243,0.8590246549121496,-0.11043445851618786,0.9315316941711611,0.8506119223310126,17.031844659427236,28.898690138903152,1.86235809018023,2.3155174908685776,27.013079703557562,NA,0.06099999999999994,28,686,343,171,172,129,84,86,0.5
Clip-IPCW,0.060000000000000005,0.01266824854340597,2.0580351149149902,0.9257693701409304,1.0149116465033219,0.8604651162790697,0,0.025769370140930392,1,1.1229250533473243,0.8590246549121496,-0.11043445851618786,0.9315316941711611,0.8506119223310126,2.0580351149149902,3.212699406779776,0.4843598128573983,1.086429035494113,78.67764337195462,0.10714285714285714,0.06499999999999773,28,686,343,171,172,129,84,86,0.5
H-AIPCW,0.01,-0.45080884138513433,Inf,1,1.0962899391981626,0.9767441860465116,0,0.09999999999999998,1,0.29720621814157205,0.22673142973483068,-1.442120641161634,0.2527606783908482,1,84.12631465229866,66.72081792199786,42.34592102853705,5.16101699510975,6.222632747898629,NA,0.129999999999999,28,686,343,171,172,129,84,86,0.5
Clip-AIPCW,0.03,0.012209304937838977,2.0580351149149902,0.9727698608277094,1.0664378115806148,0.9186046511627907,0,0.07276986082770942,1,0.6698384535210056,0.5110035422806722,-0.6295103070362397,0.5696678319280553,0.8887471000943461,2.0580351149149902,3.212699406779776,0.4843598128573983,1.086429035494113,78.67764337195462,0.10714285714285714,0.13400000000000034,28,686,343,171,172,129,84,86,0.5
Naive-Y,0.05,0.018128654970760213,Inf,0.9732773633077632,0.6493620819902648,0.9127906976744186,0,0.07327736330776313,1,0.9009076946640203,0.6434934948992752,-0.3264466824247479,1.0098158553777388,0.929699474428275,1,1,0,0,171,NA,0.0470000000000006,29,686,343,171,172,148,71,80,0.5348837209302325
CC,0.05,0.0014084507042253502,Inf,0.9732773633077632,0.6493620819902648,0.9127906976744186,0,0.07327736330776313,1,0.9009076946640203,0.6434934948992752,-0.3264466824247479,1.0098158553777388,0.929699474428275,1,1,0.24423804609563124,1.1902670743861876,71,NA,0.05100000000000193,29,686,343,171,172,148,71,80,0.5348837209302325
HT-IPCW,0.01,-0.3397867019924681,Inf,1,0.6671911897584408,0.9651162790697675,0,0.09999999999999998,1,0.29858555456119884,0.19589508830894534,-1.5101920790862198,0.5565264479461891,1,5.82764123468264,5.82764123468264,0.6707305220944243,1.4619099473744743,54.72555903949071,NA,0.21999999999999886,29,686,343,171,172,148,71,80,0.5348837209302325
H-IPCW,0.05,0.02183591729491498,Inf,0.9732773633077632,0.6493620819902648,0.9127906976744186,0,0.07327736330776313,1,0.9009076946640203,0.6434934948992752,-0.3264466824247479,1.0098158553777388,0.929699474428275,5.82764123468264,10.402539988624634,0.6707305220944243,1.4619099473744743,54.72555903949071,NA,0.05600000000000094,29,686,343,171,172,148,71,80,0.5348837209302325
Stab-IPCW,0.05,7.262275605907994e-4,Inf,0.9732773633077632,0.6493620819902648,0.9127906976744186,0,0.07327736330776313,1,0.9009076946640203,0.6434934948992752,-0.3264466824247479,1.0098158553777388,0.929699474428275,1.1291207065982718,2.7355103023393816,0.24273796800324962,1.193622066207944,70.76637488978855,NA,0.06099999999999994,29,686,343,171,172,148,71,80,0.5348837209302325
Clip-IPCW,0.05,0.012738443608665592,1.712546662189048,0.9732773633077632,0.6493620819902648,0.9127906976744186,0,0.07327736330776313,1,0.9009076946640203,0.6434934948992752,-0.3264466824247479,1.0098158553777388,0.929699474428275,1.712546662189048,3.4127519164083693,0.3781335447508999,1.2254198430340202,68.59557447274621,0.09859154929577464,0.06400000000000006,29,686,343,171,172,148,71,80,0.5348837209302325
H-AIPCW,0.01,-0.17287483938148723,Inf,1,0.6671911897584408,0.9651162790697675,0,0.09999999999999998,1,0.29858555456119884,0.19589508830894534,-1.5101920790862198,0.5565264479461891,1,5.82764123468264,10.402539988624634,0.6707305220944243,1.4619099473744743,54.72555903949071,NA,0.12700000000000244,29,686,343,171,172,148,71,80,0.5348837209302325
Clip-AIPCW,0.05,0.014204814322956512,1.712546662189048,0.9732773633077632,0.6493620819902648,0.9127906976744186,0,0.07327736330776313,1,0.9009076946640203,0.6434934948992752,-0.3264466824247479,1.0098158553777388,0.929699474428275,1.712546662189048,3.4127519164083693,0.3781335447508999,1.2254198430340202,68.59557447274621,0.09859154929577464,0.14000000000000057,29,686,343,171,172,148,71,80,0.5348837209302325
Naive-Y,0.08,5.847953216374047e-4,Inf,0.9403455507781391,0.765471593027345,0.872093023255814,0,0.04034555077813906,1,1.1619605370947612,0.9492534983093198,0.008253071478308286,0.8199264706984252,0.8107891241337705,1,1,0,0,171,NA,0.053000000000000824,30,686,343,171,172,150,72,77,0.5523255813953488
CC,0.06999999999999999,0.002777777777777768,Inf,0.9403455507781391,0.765471593027345,0.872093023255814,0,0.04034555077813906,1,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8107891241337705,1,1,0.2452012383900929,1.1760477181195148,72,NA,0.0470000000000006,30,686,343,171,172,150,72,77,0.5523255813953488
HT-IPCW,0.01,-0.2968243323978883,Inf,1,0.8140322378235478,0.9709302325581395,0,0.09999999999999998,1,0.2529086154001363,0.20661148142035995,-1.5165826846391084,0.17846257408425895,1,14.065353797965289,14.065353797965289,1.5233003764480493,2.0462041499818495,33.12370273366184,NA,0.2190000000000012,30,686,343,171,172,150,72,77,0.5523255813953488
H-IPCW,0.06999999999999999,0.029821118493596997,Inf,0.9403455507781391,0.765471593027345,0.872093023255814,0,0.04034555077813906,1,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8107891241337705,14.065353797965289,23.31883488251648,1.5233003764480493,2.0462041499818495,33.12370273366184,NA,0.06099999999999994,30,686,343,171,172,150,72,77,0.5523255813953488
Stab-IPCW,0.06999999999999999,0.00419034051566307,Inf,0.9403455507781391,0.765471593027345,0.872093023255814,0,0.04034555077813906,1,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8107891241337705,2.6835204390506133,6.252465905332691,0.2755428192784227,1.2230408802164194,68.75528726224141,NA,0.05699999999999861,30,686,343,171,172,150,72,77,0.5523255813953488
Clip-IPCW,0.06999999999999999,0.01634003794422119,1.6981893473868892,0.9403455507781391,0.765471593027345,0.872093023255814,0,0.04034555077813906,1,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8107891241337705,1.6981893473868892,3.356243946311978,0.37442857334978896,1.209349693925294,69.68289286921143,0.1111111111111111,0.06700000000000017,30,686,343,171,172,150,72,77,0.5523255813953488
H-AIPCW,0.01,-0.3887904294502218,Inf,1,0.8140322378235478,0.9709302325581395,0,0.09999999999999998,1,0.2529086154001363,0.20661148142035995,-1.5165826846391084,0.17846257408425895,1,14.065353797965289,23.31883488251648,1.5233003764480493,2.0462041499818495,33.12370273366184,NA,0.125,30,686,343,171,172,150,72,77,0.5523255813953488
Clip-AIPCW,0.060000000000000005,0.01797538509450413,1.6981893473868892,0.955592315326282,0.7778829508920386,0.8953488372093024,0,0.05559231532628195,1,0.9371850508836757,0.7656251307284934,-0.20673014848665766,0.6613157733253628,0.9047002786205335,1.6981893473868892,3.356243946311978,0.37442857334978896,1.209349693925294,69.68289286921143,0.1111111111111111,0.13700000000000045,30,686,343,171,172,150,72,77,0.5523255813953488
Naive-Y,0.06999999999999999,5.847953216374047e-4,Inf,0.9202584868106752,0.5510496401944586,0.8953488372093024,0,0.020258486810675214,1,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8676001470463285,1,1,0,0,171,NA,0.04800000000000182,31,686,343,171,172,147,75,77,0.5523255813953488
CC,0.06999999999999999,0.006666666666666599,Inf,0.9202584868106752,0.5510496401944586,0.8953488372093024,0,0.020258486810675214,1,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8676001470463285,1,1,0.2476780185758514,1.1346935320890421,75,NA,0.04600000000000293,31,686,343,171,172,147,75,77,0.5523255813953488
HT-IPCW,0.01,-0.28444566674680094,Inf,1,0.5987987593618639,0.9651162790697675,0,0.09999999999999998,1,0.23374341403823914,0.21834067995023107,-1.5207528581259853,0.08997521627124237,1,7.903741633918525,7.903741633918525,1.1655926372250383,1.7539087906804063,42.13683950716401,NA,0.2220000000000013,31,686,343,171,172,147,75,77,0.5523255813953488
H-IPCW,0.06999999999999999,0.031861570789872534,Inf,0.9202584868106752,0.5510496401944586,0.8953488372093024,0,0.020258486810675214,1,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8676001470463285,7.903741633918525,12.840038981038964,1.1655926372250383,1.7539087906804063,42.13683950716401,NA,0.05699999999999861,31,686,343,171,172,147,75,77,0.5523255813953488
Stab-IPCW,0.06999999999999999,0.006461424250877756,Inf,0.9202584868106752,0.5510496401944586,0.8953488372093024,0,0.020258486810675214,1,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8676001470463285,1.5446104675161403,3.5405455363259613,0.24964906143917528,1.1452918745917176,74.21801697105965,NA,0.06099999999999994,31,686,343,171,172,147,75,77,0.5523255813953488
Clip-IPCW,0.06999999999999999,0.017214839313598383,1.5200926324947963,0.9202584868106752,0.5510496401944586,0.8953488372093024,0,0.020258486810675214,1,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8676001470463285,1.5200926324947963,3.0002955626251735,0.3436298735138714,1.1570162051413007,73.3635449492111,0.10666666666666667,0.06400000000000006,31,686,343,171,172,147,75,77,0.5523255813953488
H-AIPCW,0.01,-2.885526625635304,Inf,1,0.5987987593618639,0.9651162790697675,0,0.09999999999999998,1,0.23374341403823914,0.21834067995023107,-1.5207528581259853,0.08997521627124237,1,7.903741633918525,12.840038981038964,1.1655926372250383,1.7539087906804063,42.13683950716401,NA,0.12600000000000122,31,686,343,171,172,147,75,77,0.5523255813953488
Clip-AIPCW,0.06999999999999999,6.959826082804758e-4,1.5200926324947963,0.9202584868106752,0.5510496401944586,0.8953488372093024,0,0.020258486810675214,1,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8676001470463285,1.5200926324947963,3.0002955626251735,0.3436298735138714,1.1570162051413007,73.3635449492111,0.10666666666666667,0.13400000000000034,31,686,343,171,172,147,75,77,0.5523255813953488
Naive-Y,0.09,0.012280701754385942,Inf,0.9193439307832418,0.5752958548786481,0.8837209302325582,0,0.019343930783241814,1,1.255312102606465,0.969260478324304,0.06572175850210431,1.0735549719741986,0.5529454925652025,1,1,0,0,171,NA,0.05000000000000071,32,686,343,171,172,154,79,66,0.6162790697674418
CC,0.09,0.024050632911392422,Inf,0.9193439307832418,0.5752958548786481,0.8837209302325582,0,0.019343930783241814,1,1.255312102606465,0.969260478324304,0.06572175850210431,1.0735549719741986,0.5529454925652025,1,1,0.2500171998624011,1.082315710454234,79,NA,0.046999999999997044,32,686,343,171,172,154,79,66,0.6162790697674418
