"setting","mech","n","cens","backend","method","R","mean_cov","mcse_cov","med_cov","pac_success","mean_short","mean_abscal","med_lpb","worst_slice","sd_tau","sd_cov","mean_maxwt","mean_ess","mean_clipfrac"
"A","C1",600,0.8,"weibull_cox","H-AIPCW",100,0.90428,0.00776225105327967,0.91025,0.62,0.02523,0.05474,0.249401627855958,0.879312741388108,0.0808771983449057,0.0776225105327967,58.9890983650988,18.0096658770624,NA
"B","C1",600,0.8,"weibull_cox","H-AIPCW",100,0.892425,0.00909421331996841,0.91775,0.61,0.034875,0.062175,0.419373516976563,0.85525508926637,0.0867074496117941,0.0909421331996841,279.790136622617,18.9627547450406,NA
"C","C1",600,0.8,"weibull_cox","H-AIPCW",100,0.89656,0.00736640024199422,0.90575,0.54,0.027875,0.05231,0.49100693753472,0.854323369520448,0.0578290759065197,0.0736640024199422,145.254607841674,18.7629412873104,NA
"A","C2",600,0.8,"weibull_cox","H-AIPCW",100,0.90141,0.00700383149108797,0.90825,0.57,0.0253,0.05201,0.264539656823892,0.876152960171649,0.0690614570399789,0.0700383149108797,63.2447320370918,20.3248475806949,NA
"B","C2",600,0.8,"weibull_cox","H-AIPCW",100,0.91659,0.00598450600477701,0.931,0.69,0.015625,0.04784,0.379297290552851,0.868067365064985,0.0848182251236803,0.0598450600477701,146.424054117011,17.8417099207436,NA
"C","C2",600,0.8,"weibull_cox","H-AIPCW",100,0.879035,0.00958291370622788,0.889,0.43,0.042395,0.063825,0.542284170272415,0.831990001413484,0.0889032501025012,0.0958291370622788,310.775315961076,20.5636557571838,NA
"A","C3",600,0.8,"weibull_cox","H-AIPCW",100,0.88664,0.0107816625093093,0.916,0.61,0.041735,0.07011,0.249896667267905,0.85768682637557,0.0998546418297592,0.107816625093093,138.968386839073,16.408682151087,NA
"B","C3",600,0.8,"weibull_cox","H-AIPCW",100,0.873185,0.0131331557729114,0.91675,0.61,0.057755,0.088695,0.411114888862419,0.835645073718306,0.121651057529229,0.131331557729114,688.266020946579,16.5667365741452,NA
"C","C3",600,0.8,"weibull_cox","H-AIPCW",100,0.888565,0.012171679446796,0.91325,0.59,0.042305,0.073175,0.480742170257722,0.847293832656262,0.0721320338201433,0.12171679446796,921.574255687749,17.3662481023154,NA
"A","C1",1200,0.8,"weibull_cox","H-AIPCW",100,0.894835,0.00609167777638584,0.9005,0.51,0.02556,0.045955,0.285233889376853,0.872085732267735,0.05924602019622,0.0609167777638584,358.659350613051,28.1568547885706,NA
"B","C1",1200,0.8,"weibull_cox","H-AIPCW",100,0.85454,0.0117002496735857,0.894,0.45,0.059875,0.07429,0.453399775270236,0.821920373290804,0.108909377581788,0.117002496735857,157.906945273306,29.613758669507,NA
"C","C1",1200,0.8,"weibull_cox","H-AIPCW",100,0.88952,0.00771817322815431,0.898,0.49,0.029745,0.04901,0.51849660866756,0.852377707406033,0.0683452317800643,0.0771817322815431,66.0958851408762,29.2733519396687,NA
"A","C2",1200,0.8,"weibull_cox","H-AIPCW",100,0.889905,0.00810661188864567,0.9035,0.53,0.031535,0.052975,0.284629483959356,0.869157226528197,0.0796636870242837,0.0810661188864567,183.655417727743,29.9400017505144,NA
"B","C2",1200,0.8,"weibull_cox","H-AIPCW",100,0.91381,0.00747789935662943,0.9235,0.71,0.019615,0.05304,0.405958687868562,0.868547269244534,0.0973385220700822,0.0747789935662943,4316.30462120963,26.9105784321252,NA
"C","C2",1200,0.8,"weibull_cox","H-AIPCW",100,0.879485,0.0084218344621033,0.891,0.43,0.0383,0.056085,0.538189187039974,0.841988528354169,0.0754780053587089,0.084218344621033,88.0761559576941,36.6541676841766,NA
"A","C3",1200,0.8,"weibull_cox","H-AIPCW",100,0.89101,0.0080567274730971,0.89875,0.5,0.034455,0.05992,0.287908236850629,0.867914472356463,0.0816651824231234,0.080567274730971,576.765139520895,25.2254419300786,NA
"B","C3",1200,0.8,"weibull_cox","H-AIPCW",100,0.84924,0.0131726961261666,0.88625,0.43,0.07024,0.08972,0.472750969755861,0.816480301857107,0.121624359601541,0.131726961261665,806.813886834498,24.0733244123114,NA
"C","C3",1200,0.8,"weibull_cox","H-AIPCW",100,0.873635,0.00866859784719326,0.882,0.39,0.0453,0.064235,0.556493835742737,0.83560509094299,0.0763574793092638,0.0866859784719326,127.902940009565,24.9746096854662,NA
"A","C1",300,0.4,"weibull_cox","H-IPCW",100,0.89455,0.00832665944876801,0.91275,0.65,0.02598,0.04651,0.264797928524341,0.873158731166595,0.0824422050391495,0.0832665944876801,58.6257743062528,43.4267361660049,NA
"B","C1",300,0.4,"weibull_cox","H-IPCW",100,0.89848,0.00478163532315424,0.906,0.59,0.0176,0.03368,0.441874869595494,0.859585563496174,0.0358406969178273,0.0478163532315424,21.1202911462085,44.5219663491512,NA
"C","C1",300,0.4,"weibull_cox","H-IPCW",100,0.897135,0.00539206700775886,0.90625,0.61,0.019,0.035135,0.489202128711463,0.85762391960912,0.0500908265962033,0.0539206700775886,19.058150785577,43.4203895862266,NA
"A","C2",300,0.4,"weibull_cox","H-IPCW",100,0.89515,0.00714820207669683,0.9085,0.62,0.02386,0.04287,0.268376334706174,0.871943430503053,0.0740195851778365,0.0714820207669683,145104.698718705,45.3443777260216,NA
"B","C2",300,0.4,"weibull_cox","H-IPCW",100,0.907835,0.00348055242770745,0.90925,0.63,0.00979500000000001,0.027425,0.438268057529176,0.86713227285343,0.0336017976912071,0.0348055242770745,15.6044217329833,47.037362316905,NA
"C","C2",300,0.4,"weibull_cox","H-IPCW",100,0.901325,0.00492526661843055,0.90825,0.6,0.015415,0.032155,0.479677892143779,0.863724553684942,0.0451837997248545,0.0492526661843055,109.152881943984,50.4765938750117,NA
"A","C3",300,0.4,"weibull_cox","H-IPCW",100,0.895795,0.00699676727301454,0.91275,0.65,0.024795,0.045385,0.254832490984275,0.873474596853164,0.0719828122021171,0.0699676727301454,25.1782110531012,41.9336856825605,NA
"B","C3",300,0.4,"weibull_cox","H-IPCW",100,0.876385,0.010558200544476,0.89825,0.46,0.03926,0.054905,0.455366390239319,0.833775755523616,0.0760708733864531,0.10558200544476,130.70427137501,41.738979320348,NA
"C","C3",300,0.4,"weibull_cox","H-IPCW",100,0.900885,0.00604755504065047,0.9145,0.61,0.01869,0.038265,0.474955605946904,0.86224248515759,0.0575840185461139,0.0604755504065047,23.6556223933883,42.506143184969,NA
"A","C1",600,0.4,"weibull_cox","H-IPCW",100,0.90032,0.00329104631668803,0.904,0.57,0.011365,0.02305,0.274422311017387,0.882530934095211,0.0334760580810594,0.0329104631668803,19.3935460026907,80.96585974494,NA
"B","C1",600,0.4,"weibull_cox","H-IPCW",100,0.90176,0.00618961120496973,0.912,0.65,0.015595,0.03295,0.430024108805538,0.867787841442647,0.0467154506917501,0.0618961120496973,131.917239362046,83.363317182927,NA
"C","C1",600,0.4,"weibull_cox","H-IPCW",100,0.89734,0.00572288459439888,0.9075,0.61,0.017255,0.03185,0.500427329528843,0.863110667593401,0.0474394883035752,0.0572288459439888,11505.2670011429,76.6773625194708,NA
"A","C2",600,0.4,"weibull_cox","H-IPCW",100,0.883785,0.00655750882345552,0.89575,0.47,0.025445,0.034675,0.288407854991586,0.863531468454335,0.0632994327132415,0.0655750882345552,137.087686711709,76.4170748065865,NA
"B","C2",600,0.4,"weibull_cox","H-IPCW",100,0.91071,0.00313828734738352,0.91425,0.66,0.00736500000000001,0.02544,0.433134851319321,0.868585258285572,0.0284500270721144,0.0313828734738352,19.0280194362338,90.0097569590019,NA
"C","C2",600,0.4,"weibull_cox","H-IPCW",100,0.90189,0.0034863628988713,0.906,0.63,0.01136,0.02461,0.50506212760869,0.868195638616802,0.0303546378730506,0.034863628988713,20.6670422288239,94.7954551105111,NA
"A","C3",600,0.4,"weibull_cox","H-IPCW",100,0.894065,0.00449968941127938,0.901,0.52,0.016335,0.026735,0.281237508952227,0.876755813424789,0.0483542274587374,0.0449968941127938,39.0028374152752,72.3171315329947,NA
"B","C3",600,0.4,"weibull_cox","H-IPCW",100,0.8958,0.00630557313217859,0.90575,0.58,0.01879,0.03338,0.44068164070135,0.859174202148736,0.0472149608201948,0.0630557313217859,1321.8980841919,75.1435392522524,NA
"C","C3",600,0.4,"weibull_cox","H-IPCW",100,0.893295,0.00596034494544459,0.905,0.6,0.01956,0.032415,0.506015353841666,0.857952839340879,0.050434876501056,0.0596034494544459,76.7983391759618,73.1555270989499,NA
"A","C1",1200,0.4,"weibull_cox","H-IPCW",100,0.905665,0.00321390645429666,0.9065,0.62,0.00783500000000001,0.021335,0.267122882401174,0.890480373252967,0.0308983344325721,0.0321390645429666,35.2820778604386,146.042993413113,NA
"B","C1",1200,0.4,"weibull_cox","H-IPCW",100,0.904125,0.00529145191642505,0.9115,0.71,0.00972500000000001,0.023575,0.436692241551739,0.877336848439133,0.0389799223118049,0.0529145191642506,54.1686044673061,162.067048265176,NA
"C","C1",1200,0.4,"weibull_cox","H-IPCW",100,0.90123,0.00537220878901102,0.90875,0.62,0.01208,0.02539,0.501762205589037,0.865486344129544,0.0433794626266598,0.0537220878901102,97.5361308535202,145.030419580383,NA
"A","C2",1200,0.4,"weibull_cox","H-IPCW",100,0.892305,0.0068239362400363,0.9035,0.57,0.01931,0.030925,0.272137827062236,0.875996465928374,0.0675893721847099,0.068239362400363,116.347629578874,146.215674805173,NA
"B","C2",1200,0.4,"weibull_cox","H-IPCW",100,0.907545,0.00285712908636653,0.911,0.73,0.00578500000000001,0.019115,0.441191737035132,0.863919140151117,0.0261224776463458,0.0285712908636653,39.7858374341957,160.785706709968,NA
"C","C2",1200,0.4,"weibull_cox","H-IPCW",100,0.88646,0.00918380128599297,0.904,0.6,0.02428,0.03502,0.509225691339023,0.849972279685171,0.0743575853901302,0.0918380128599297,3457.98172950222,168.57587534143,NA
"A","C3",1200,0.4,"weibull_cox","H-IPCW",100,0.900875,0.00493107736604274,0.9075,0.65,0.013245,0.027365,0.269706511556834,0.884667957740927,0.0506539058890643,0.0493107736604274,123.259995517326,132.196586533541,NA
"B","C3",1200,0.4,"weibull_cox","H-IPCW",100,0.898965,0.00416335174195896,0.905,0.6,0.01262,0.024205,0.447287354673996,0.871062628197723,0.0291502551230238,0.0416335174195896,50.4140963281875,143.350155085269,NA
"C","C3",1200,0.4,"weibull_cox","H-IPCW",100,0.88285,0.00873179057620295,0.90075,0.51,0.02707,0.03699,0.517552109157404,0.84494130260027,0.0735943014921754,0.0873179057620295,251.661285297084,130.822844212486,NA
"A","C1",300,0.6,"weibull_cox","H-IPCW",100,0.90551,0.00672339868660114,0.91925,0.68,0.019785,0.04508,0.244549032563764,0.880655872293057,0.0737735410125836,0.0672339868660114,47.1915179310418,24.745496194825,NA
"B","C1",300,0.6,"weibull_cox","H-IPCW",100,0.88072,0.0122109660932005,0.915,0.62,0.04067,0.06206,0.422497836402584,0.839056454208564,0.0931350165787891,0.122109660932005,5621.08510620031,23.0016694376407,NA
"C","C1",300,0.6,"weibull_cox","H-IPCW",100,0.883945,0.0111256594288731,0.91775,0.58,0.039045,0.062035,0.463795203666154,0.841974782383103,0.0847336885766103,0.111256594288731,48.8606336777615,23.0817081224167,NA
"A","C2",300,0.6,"weibull_cox","H-IPCW",100,0.900905,0.00734198076581903,0.91625,0.63,0.023065,0.047035,0.246412937774297,0.876365072523033,0.0806664162280109,0.0734198076581903,96.4086629808635,26.0537969492303,NA
"B","C2",300,0.6,"weibull_cox","H-IPCW",100,0.90306,0.00695304337115857,0.91275,0.65,0.02026,0.04358,0.431609917343093,0.861290517796715,0.0729189393585214,0.0695304337115857,124.041855522237,21.4770840964041,NA
"C","C2",300,0.6,"weibull_cox","H-IPCW",100,0.8867,0.0116596494047816,0.905,0.55,0.03195,0.0506,0.4858212027597,0.841593462744331,0.0611568607448225,0.116596494047816,102.625991945863,25.6830713411906,NA
"A","C3",300,0.6,"weibull_cox","H-IPCW",100,0.90676,0.00520988027935888,0.9125,0.62,0.01632,0.0394,0.249858744087177,0.883128122249321,0.0557396545639556,0.0520988027935888,21.9510908107417,23.4947080284875,NA
"B","C3",300,0.6,"weibull_cox","H-IPCW",100,0.87632,0.0117214353414864,0.91025,0.58,0.04231,0.06094,0.430055779565817,0.831680169026462,0.0872286557493487,0.117214353414864,35982.6166766418,21.8028634207123,NA
"C","C3",300,0.6,"weibull_cox","H-IPCW",100,0.87727,0.0100008015335338,0.915,0.57,0.04371,0.06469,0.480235948007056,0.832115141298167,0.0831877516236737,0.100008015335338,59.8388342469311,22.0851256836839,NA
"A","C1",600,0.6,"weibull_cox","H-IPCW",100,0.88996,0.0117279358280935,0.9155,0.64,0.02933,0.04862,0.260502984418895,0.872157497601211,0.0701959019207293,0.117279358280935,90.932914647291,39.564199953014,NA
"B","C1",600,0.6,"weibull_cox","H-IPCW",100,0.908135,0.00469223975185507,0.91525,0.67,0.012305,0.032745,0.413979700085044,0.875580945567604,0.037936150505178,0.0469223975185507,43.3637582052301,43.5802720900685,NA
"C","C1",600,0.6,"weibull_cox","H-IPCW",100,0.891895,0.0133816799518346,0.91825,0.68,0.02982,0.051535,0.47390676227958,0.857940030669302,0.0393117557661082,0.133816799518346,35.3397109442926,44.7490334684439,NA
"A","C2",600,0.6,"weibull_cox","H-IPCW",100,0.882415,0.0116707201940791,0.904,0.54,0.03306,0.048535,0.274879940180218,0.863315814780838,0.079359239467682,0.116707201940791,83305.413325527,42.9773770472418,NA
"B","C2",600,0.6,"weibull_cox","H-IPCW",100,0.91471,0.00640059253885801,0.9265,0.72,0.01247,0.03965,0.410345682450246,0.876007700432913,0.0673578563204086,0.0640059253885801,132.946735237234,42.4525880694688,NA
"C","C2",600,0.6,"weibull_cox","H-IPCW",99,0.895419191919192,0.00788552105666594,0.912,0.585858585858586,0.0227020202020202,0.0408232323232323,0.496776600851662,0.857976497260782,0.0624174573469095,0.0784599438642233,57.3452443037942,50.4279332096794,NA
"A","C3",600,0.6,"weibull_cox","H-IPCW",100,0.89483,0.00809435587120414,0.912,0.6,0.02391,0.04265,0.256503691918603,0.876437904200942,0.0701789919355565,0.0809435587120414,138.985936502413,37.0573082544331,NA
"B","C3",600,0.6,"weibull_cox","H-IPCW",100,0.88296,0.0100628848003468,0.90825,0.6,0.034475,0.05191,0.426928928112587,0.845977205754859,0.0767635093233521,0.100628848003468,500.545935978055,37.4856620146634,NA
"C","C3",600,0.6,"weibull_cox","H-IPCW",100,0.89019,0.00814692970611406,0.90775,0.57,0.028045,0.04628,0.491669620324471,0.851669534786858,0.0709744583450535,0.0814692970611405,1790.99477135287,37.5146271122927,NA
"A","C1",1200,0.6,"weibull_cox","H-IPCW",100,0.90109,0.00752743594587107,0.9165,0.74,0.018205,0.0375,0.256571891438998,0.883584408410811,0.0715690667336896,0.0752743594587107,179.070659971793,67.374056143812,NA
"B","C1",1200,0.6,"weibull_cox","H-IPCW",100,0.91248,0.00282165078124723,0.91475,0.75,0.00611500000000001,0.02471,0.426402430496015,0.887934865971971,0.0230526406822351,0.0282165078124723,56.2676968962091,71.1182257914524,NA
"C","C1",1200,0.6,"weibull_cox","H-IPCW",100,0.909655,0.00331898194656376,0.91225,0.7,0.00795000000000001,0.025555,0.495362587423342,0.876427232405055,0.0291043056275288,0.0331898194656376,62.3282816744436,75.0353976015004,NA
"A","C2",1200,0.6,"weibull_cox","H-IPCW",100,0.89484,0.0101127179653377,0.915,0.68,0.02274,0.04032,0.259189944265196,0.877861518931575,0.0435842386486888,0.101127179653377,563.864629700161,78.1849137346827,NA
"B","C2",1200,0.6,"weibull_cox","H-IPCW",100,0.90993,0.00630261297423777,0.92075,0.85,0.01443,0.03879,0.418971465002953,0.868173608267503,0.0653236696625489,0.0630261297423777,348.698431350775,68.8300540071117,NA
"C","C2",1200,0.6,"weibull_cox","H-IPCW",100,0.89279,0.0105486754877309,0.9125,0.62,0.02343,0.03965,0.492297624963605,0.858284188261002,0.0508126883064584,0.105486754877309,270.528226752903,89.2302482912294,NA
"A","C3",1200,0.6,"weibull_cox","H-IPCW",100,0.880355,0.0144956355239232,0.91425,0.69,0.03842,0.057195,0.259893773746519,0.862892011544471,0.0711237362529969,0.144956355239232,1766.70629235583,58.9993535800803,NA
"B","C3",1200,0.6,"weibull_cox","H-IPCW",100,0.893905,0.00531946442489061,0.905,0.56,0.01863,0.031165,0.445462202987551,0.866081961334963,0.040558101483669,0.0531946442489061,102.258472382666,52.9145064229801,NA
"C","C3",1200,0.6,"weibull_cox","H-IPCW",100,0.89075,0.00837127272705334,0.90625,0.62,0.02372,0.03819,0.503898817349239,0.854656096620866,0.067342858612184,0.0837127272705334,30695.5456648239,63.6126765702466,NA
"A","C1",300,0.8,"weibull_cox","H-IPCW",100,0.9171,0.00678015896241051,0.93375,0.72,0.018725,0.05455,0.209971996370225,0.890100233471492,0.0730254556419689,0.0678015896241051,62.6723990582142,11.7347720430205,NA
"B","C1",300,0.8,"weibull_cox","H-IPCW",100,0.907705,0.00844763458315433,0.92525,0.76,0.025085,0.057875,0.375286880859999,0.862586027341995,0.0757958448795849,0.0844763458315433,277.602342212781,11.0623963953304,NA
"C","C1",300,0.8,"weibull_cox","H-IPCW",100,0.89847,0.00910438849670805,0.92875,0.64,0.032735,0.06394,0.433729547829261,0.833479697574685,0.06508199955953,0.0910438849670805,2106.15962246518,10.8363781071846,NA
"A","C2",300,0.8,"weibull_cox","H-IPCW",100,0.908145,0.00691818820431354,0.92725,0.69,0.0221,0.052345,0.228443759009081,0.87829722476074,0.0800040403020151,0.0691818820431354,673.742698806005,11.2375757116076,NA
"B","C2",300,0.8,"weibull_cox","H-IPCW",100,0.912695,0.00795865863209512,0.93425,0.71,0.02421,0.061115,0.320296410261232,0.854221353760062,0.11048885861836,0.0795865863209512,1344.86678767359,10.4482551339859,NA
"C","C2",300,0.8,"weibull_cox","H-IPCW",100,0.88041,0.0107901876955431,0.91,0.57,0.043975,0.06836,0.465824597634962,0.821784170094082,0.0857138179400415,0.107901876955431,111.083406308789,9.72015584008676,NA
"A","C3",300,0.8,"weibull_cox","H-IPCW",100,0.90726,0.00831873108524893,0.929,0.7,0.026385,0.06003,0.21713814356792,0.878155398005312,0.0863757354629625,0.0831873108524893,130.860790159154,11.4306049758511,NA
"B","C3",300,0.8,"weibull_cox","H-IPCW",100,0.892805,0.0112726425226938,0.92975,0.7,0.03947,0.071745,0.36950028035352,0.845436386870605,0.103253096903686,0.112726425226938,89.484309875218,10.4097774678643,NA
"C","C3",300,0.8,"weibull_cox","H-IPCW",100,0.89052,0.0101042218398993,0.927,0.62,0.039545,0.06961,0.442205250742668,0.81868155584571,0.0729102811056787,0.101042218398993,35.0772165206933,10.4369196302936,NA
"A","C1",600,0.8,"weibull_cox","H-IPCW",100,0.914525,0.00657383232708642,0.931,0.74,0.01703,0.048585,0.22203192224399,0.891924975700694,0.0652887912480103,0.0657383232708642,58.9890983650988,18.0096658770624,NA
"B","C1",600,0.8,"weibull_cox","H-IPCW",100,0.905035,0.00861718466000622,0.92775,0.7,0.02411,0.053255,0.387876192759817,0.870977021670808,0.0744251369505022,0.0861718466000622,279.790136622617,18.9627547450406,NA
"C","C1",600,0.8,"weibull_cox","H-IPCW",100,0.90661,0.00947785451790785,0.93275,0.71,0.02603,0.05867,0.421769497020729,0.869046851382097,0.0754003456305879,0.0947785451790785,145.254607841674,18.7629412873104,NA
"A","C2",600,0.8,"weibull_cox","H-IPCW",100,0.90751,0.00775033717089949,0.92275,0.71,0.02143,0.05037,0.237189392807321,0.882467152812945,0.0791421174058083,0.0775033717089949,63.2447320370918,20.3248475806949,NA
"B","C2",600,0.8,"weibull_cox","H-IPCW",100,0.926295,0.00579594988772419,0.938,0.88,0.010845,0.047985,0.366414053524236,0.877250611700924,0.0844764625636794,0.0579594988772419,146.424054117011,17.8417099207436,NA
"C","C2",600,0.8,"weibull_cox","H-IPCW",100,0.908265,0.00588322154155958,0.9185,0.61,0.018715,0.045695,0.46587516788182,0.866310993792227,0.0448200667540599,0.0588322154155958,310.775315961076,20.5636557571838,NA
"A","C3",600,0.8,"weibull_cox","H-IPCW",100,0.908695,0.00806831906128826,0.92525,0.75,0.02232,0.053335,0.228177692888742,0.885411076574996,0.086555639838654,0.0806831906128826,138.968386839073,16.408682151087,NA
"B","C3",600,0.8,"weibull_cox","H-IPCW",100,0.886115,0.0116086715563423,0.92525,0.71,0.042565,0.071245,0.394351342088729,0.850425086780316,0.109968360922769,0.116086715563423,688.266020946579,16.5667365741452,NA
"C","C3",600,0.8,"weibull_cox","H-IPCW",100,0.893645,0.0120573718910545,0.926,0.63,0.035375,0.064395,0.44342171455942,0.852015774154653,0.0667593295413314,0.120573718910545,921.574255687749,17.3662481023154,NA
"A","C1",1200,0.8,"weibull_cox","H-IPCW",100,0.92395,0.00423403418202374,0.93475,0.79,0.00779,0.03953,0.218889835581999,0.905524081357245,0.0385342560443158,0.0423403418202374,358.659350613051,28.1568547885706,NA
"B","C1",1200,0.8,"weibull_cox","H-IPCW",100,0.91244,0.00681183714224916,0.935,0.78,0.01764,0.04772,0.373145426972535,0.886430759298568,0.0570998593640469,0.0681183714224916,157.906945273306,29.613758669507,NA
"C","C1",1200,0.8,"weibull_cox","H-IPCW",100,0.921175,0.00343137171823265,0.93175,0.75,0.00655000000000001,0.034275,0.442122366817453,0.889254668314564,0.02584647759445,0.0343137171823265,66.0958851408762,29.2733519396687,NA
"A","C2",1200,0.8,"weibull_cox","H-IPCW",100,0.90677,0.00668238457710746,0.922,0.67,0.017385,0.04154,0.242471012283741,0.887018900425705,0.069797687438175,0.0668238457710746,183.655417727743,29.9400017505144,NA
"B","C2",1200,0.8,"weibull_cox","H-IPCW",100,0.923905,0.00560431244037062,0.93475,0.85,0.012075,0.048055,0.381335286334453,0.88039825823869,0.0723350788785333,0.0560431244037062,4316.30462120963,26.9105784321252,NA
"C","C2",1200,0.8,"weibull_cox","H-IPCW",100,0.91875,0.00456903555015562,0.92225,0.77,0.00962500000000001,0.038,0.461181517217822,0.885626948789303,0.036167399797066,0.0456903555015562,88.0761559576941,36.6541676841766,NA
"A","C3",1200,0.8,"weibull_cox","H-IPCW",100,0.914865,0.00640682186533553,0.9345,0.79,0.0163,0.047465,0.223710089993476,0.896264584053553,0.0596230583827188,0.0640682186533553,576.765139520895,25.2254419300786,NA
"B","C3",1200,0.8,"weibull_cox","H-IPCW",100,0.899195,0.0085949183218688,0.9255,0.71,0.028475,0.056145,0.392850417105783,0.872120882468885,0.0750041076316235,0.085949183218688,806.813886834498,24.0733244123114,NA
"C","C3",1200,0.8,"weibull_cox","H-IPCW",100,0.90407,0.00820744002214891,0.926,0.71,0.02084,0.04575,0.448614363231326,0.87044704487196,0.0638653887390336,0.0820744002214891,127.902940009565,24.9746096854662,NA
"A","C1",300,0.4,"weibull_cox","Stab-IPCW",100,0.926855,0.0061335939297405,0.93725,0.85,0.01103,0.048915,0.213657987207796,0.910020928713738,0.0613987628605665,0.061335939297405,10.8747340836039,58.2686527061689,NA
"B","C1",300,0.4,"weibull_cox","Stab-IPCW",100,0.934925,0.00258352760755327,0.94,0.87,0.00146,0.037845,0.370220949143966,0.906143080255117,0.0261804152261598,0.0258352760755327,6.96384953143386,55.5260006262637,NA
"C","C1",300,0.4,"weibull_cox","Stab-IPCW",100,0.933755,0.00343058506510025,0.941,0.85,0.00460500000000001,0.042965,0.398750876897827,0.903619274366395,0.0338559038015857,0.0343058506510025,6.75775542009826,57.6201646956653,NA
"A","C2",300,0.4,"weibull_cox","Stab-IPCW",100,0.92932,0.00535386445910472,0.9345,0.84,0.007595,0.04451,0.216536980986669,0.912142396278343,0.0558801025284122,0.0535386445910472,15591.1502592971,59.4846763343955,NA
"B","C2",300,0.4,"weibull_cox","Stab-IPCW",100,0.942565,0.0021388264388102,0.9435,0.99,1e-05,0.042585,0.368610458038268,0.913751220013911,0.0247133056216176,0.021388264388102,3.83664187468408,62.2248661616305,NA
"C","C2",300,0.4,"weibull_cox","Stab-IPCW",100,0.930355,0.00353617877850305,0.9365,0.88,0.004575,0.039505,0.412423777643434,0.900076927269012,0.0365209224661396,0.0353617877850305,42.09124296529,61.6104186575306,NA
"A","C3",300,0.4,"weibull_cox","Stab-IPCW",100,0.93014,0.00552951712140939,0.93875,0.83,0.00778500000000001,0.04571,0.206544071768479,0.913664551294987,0.0553660910702936,0.0552951712140939,8.20577906745369,55.4142318813999,NA
"B","C3",300,0.4,"weibull_cox","Stab-IPCW",100,0.914425,0.00859613600944804,0.936,0.81,0.01775,0.049925,0.373599330407781,0.880346889270386,0.0630036074003271,0.0859613600944804,51.133718933115,51.0140701434867,NA
"C","C3",300,0.4,"weibull_cox","Stab-IPCW",100,0.93223,0.00368762207467855,0.9435,0.85,0.00523000000000001,0.04269,0.404580685716951,0.90140647822455,0.039162443357086,0.0368762207467855,6.82064244153112,55.3728328181269,NA
"A","C1",600,0.4,"weibull_cox","Stab-IPCW",100,0.934435,0.00205444400057903,0.938,0.93,0.000805000000000002,0.036045,0.215225582827414,0.921163847933929,0.0216641024123626,0.0205444400057903,4.60347818661053,124.39940758025,NA
"B","C1",600,0.4,"weibull_cox","Stab-IPCW",100,0.933035,0.00527123533620886,0.93925,0.97,0.00471,0.042455,0.371565721775032,0.907540768291912,0.0423902027941515,0.0527123533620886,33.7776457738386,112.219347078707,NA
"C","C1",600,0.4,"weibull_cox","Stab-IPCW",100,0.92866,0.00545728999975392,0.93875,0.89,0.006015,0.04069,0.418436292112688,0.899987013307892,0.0455160089496769,0.0545728999975392,2466.41207150039,115.144721619589,NA
"A","C2",600,0.4,"weibull_cox","Stab-IPCW",100,0.925285,0.00351463214880507,0.9325,0.87,0.004785,0.034855,0.223844615418792,0.910629884098428,0.0352337074605291,0.0351463214880507,19.8008123042668,112.79032753975,NA
"B","C2",600,0.4,"weibull_cox","Stab-IPCW",100,0.940565,0.00185711374574808,0.939,0.98,0.00014,0.040845,0.377005828188872,0.90909903938994,0.0191904332226432,0.0185711374574808,3.95205680825358,128.892737430822,NA
"C","C2",600,0.4,"weibull_cox","Stab-IPCW",100,0.93239,0.00257981265469672,0.936,0.89,0.0021,0.03659,0.428448727892361,0.904804769506842,0.0252990198237087,0.0257981265469672,5.50935884973636,123.374168901564,NA
"A","C3",600,0.4,"weibull_cox","Stab-IPCW",100,0.931375,0.00235180325183752,0.93425,0.88,0.00157500000000001,0.034525,0.220280661897885,0.917644147539695,0.0255477370560852,0.0235180325183752,8.29047925487837,110.57243512744,NA
"B","C3",600,0.4,"weibull_cox","Stab-IPCW",100,0.930075,0.00546647438224283,0.93925,0.96,0.00599,0.042055,0.375477569007455,0.902586126798295,0.0428768497259797,0.0546647438224283,338.871349909411,103.423038409862,NA
"C","C3",600,0.4,"weibull_cox","Stab-IPCW",100,0.92588,0.0051672586171162,0.9345,0.86,0.00701,0.0399,0.43141983866992,0.896926321042572,0.0458944771220136,0.051672586171162,16.628626877346,106.294561147234,NA
"A","C1",1200,0.4,"weibull_cox","Stab-IPCW",100,0.94028,0.00151473103256324,0.94175,1,0,0.04028,0.208851902877124,0.927402786807527,0.0149541386454139,0.0151473103256324,5.94700817177145,244.679397040463,NA
"B","C1",1200,0.4,"weibull_cox","Stab-IPCW",100,0.937035,0.00143162786132896,0.938,0.99,0.000175000000000001,0.037385,0.378220093021725,0.915915423143893,0.0144986937760655,0.0143162786132896,8.31811199964872,230.278394866287,NA
"C","C1",1200,0.4,"weibull_cox","Stab-IPCW",100,0.936255,0.00244873184041508,0.937,0.99,0.00145,0.039155,0.423981622712901,0.908214701180672,0.0225565507070115,0.0244873184041508,15.203313327776,232.286835167848,NA
