"setting","mech","n","cens","backend","method","R","mean_cov","mcse_cov","med_cov","pac_success","mean_short","mean_abscal","med_lpb","worst_slice","sd_tau","sd_cov","mean_maxwt","mean_ess","mean_clipfrac"
"A","C2",1200,0.4,"weibull_cox","Stab-IPCW",100,0.934915,0.00207937265937726,0.93875,0.94,0.001565,0.038045,0.211134585791322,0.922048502324728,0.0214391315970672,0.0207937265937726,14.1533197105768,234.20966197792,NA
"B","C2",1200,0.4,"weibull_cox","Stab-IPCW",100,0.94108,0.00125713559292142,0.94225,0.99,3e-05,0.04114,0.377172942905671,0.910085759540617,0.0133166562369588,0.0125713559292142,6.53294614153351,252.056576546497,NA
"C","C2",1200,0.4,"weibull_cox","Stab-IPCW",100,0.920575,0.00824128978517515,0.93375,0.96,0.013365,0.047305,0.428837130024593,0.89100980438725,0.0683114525204562,0.0824128978517515,689.860944542761,231.106208541351,NA
"A","C3",1200,0.4,"weibull_cox","Stab-IPCW",100,0.93738,0.00269584528825039,0.94225,0.96,0.001975,0.04133,0.206287893076364,0.923905262212551,0.0297131063147004,0.0269584528825039,17.9386165662951,218.322423403317,NA
"B","C3",1200,0.4,"weibull_cox","Stab-IPCW",100,0.933065,0.00207254363553873,0.93425,0.95,0.00106,0.035185,0.384615310065387,0.911599269688368,0.018805490279343,0.0207254363553874,14.6075712994749,205.996579318305,NA
"C","C3",1200,0.4,"weibull_cox","Stab-IPCW",100,0.928045,0.00403528687350914,0.93325,0.96,0.00541,0.038865,0.430207853288591,0.897177868560056,0.0375635488475224,0.0403528687350914,31.6053339746988,209.859705553257,NA
"A","C1",300,0.6,"weibull_cox","Stab-IPCW",100,0.95085,0.00468506923506726,0.95525,0.96,0.00407,0.05899,0.16769924768196,0.935765552413721,0.0502844434445212,0.0468506923506726,6.78274017226327,37.6900991733321,NA
"B","C1",300,0.6,"weibull_cox","Stab-IPCW",100,0.929135,0.00918473111234404,0.94875,0.89,0.01664,0.062415,0.341792472040585,0.899607252263308,0.066376565780767,0.0918473111234404,754.728980242338,32.8177431867603,NA
"C","C1",300,0.6,"weibull_cox","Stab-IPCW",100,0.94126,0.0052296816056974,0.95225,0.89,0.007965,0.05719,0.367586355270853,0.912542540777177,0.0423161501752766,0.052296816056974,8.5904136412964,34.495851221658,NA
"A","C2",300,0.6,"weibull_cox","Stab-IPCW",100,0.94885,0.00474348303603284,0.957,0.98,0.003575,0.056,0.164846712142103,0.934405607590381,0.0520585334896298,0.0474348303603284,22.8093233375147,37.4882236536996,NA
"B","C2",300,0.6,"weibull_cox","Stab-IPCW",100,0.95238,0.00304974017770615,0.95825,0.93,0.001795,0.05597,0.32731926691555,0.92658633097832,0.0326095666696729,0.0304974017770615,20.9204187522259,34.110067529081,NA
"C","C2",300,0.6,"weibull_cox","Stab-IPCW",100,0.93072,0.0110299759608519,0.953,0.9,0.01695,0.06462,0.368584679979029,0.899453662920505,0.0456782776657029,0.110299759608519,25.422946253313,37.0736503823042,NA
"A","C3",300,0.6,"weibull_cox","Stab-IPCW",100,0.95433,0.00279410653217291,0.957,0.98,0.000935000000000001,0.0562,0.1727444204389,0.940244780674502,0.0291696535267165,0.0279410653217291,4.99691618116774,35.0834585761339,NA
"B","C3",300,0.6,"weibull_cox","Stab-IPCW",100,0.92817,0.00916413524275339,0.948,0.89,0.016245,0.06066,0.33646288921958,0.895965284449004,0.0650591028887339,0.0916413524275339,4680.2498840668,30.8922968143456,NA
"C","C3",300,0.6,"weibull_cox","Stab-IPCW",100,0.930235,0.00751236507635272,0.94925,0.8,0.015245,0.060725,0.369844645102423,0.896872610639426,0.0612987385966086,0.0751236507635272,11.9370553357211,31.9261234960492,NA
"A","C1",600,0.6,"weibull_cox","Stab-IPCW",100,0.939115,0.0105808094222655,0.955,0.94,0.013795,0.066705,0.171880819854286,0.927860504262748,0.0422808073085965,0.105808094222655,13.553043000179,73.0902956592365,NA
"B","C1",600,0.6,"weibull_cox","Stab-IPCW",100,0.95339,0.00192349350732652,0.95525,0.99,6.00000000000001e-05,0.05351,0.327639244980224,0.932894416716067,0.0208939119256198,0.0192349350732652,6.49947125463434,67.5346827490496,NA
"C","C1",600,0.6,"weibull_cox","Stab-IPCW",100,0.93317,0.0136364192625128,0.95775,0.94,0.01897,0.07111,0.359400669996186,0.910134353339048,0.0268649822766975,0.136364192625128,5.04259152964315,74.286893764095,NA
"A","C2",600,0.6,"weibull_cox","Stab-IPCW",100,0.92458,0.0123148073800641,0.9505,0.92,0.02374,0.07206,0.179287077181289,0.911909848011374,0.0837757347766866,0.123148073800641,7847.24133517498,72.5687492507621,NA
"B","C2",600,0.6,"weibull_cox","Stab-IPCW",100,0.952405,0.00465625296420487,0.96125,0.97,0.00476,0.061925,0.329903837976865,0.926256095085751,0.0491918528197341,0.0465625296420487,16.7022322117504,73.0488751494597,NA
"C","C2",600,0.6,"weibull_cox","Stab-IPCW",99,0.947434343434343,0.00305804869912998,0.953,0.96969696969697,0.00188888888888889,0.0512121212121212,0.372513345292165,0.921542553550639,0.0263302057746779,0.0304272003769458,8.72897121603431,73.9344862129897,NA
"A","C3",600,0.6,"weibull_cox","Stab-IPCW",100,0.948985,0.0032828330260261,0.956,0.95,0.003285,0.055555,0.177766023620217,0.93691286411507,0.0273776433159495,0.032828330260261,12.5270522389203,65.7389167101518,NA
"B","C3",600,0.6,"weibull_cox","Stab-IPCW",100,0.934275,0.00709464649143168,0.94825,0.92,0.01015,0.054575,0.34816878606163,0.908483626648973,0.0608774227941739,0.0709464649143168,34.7735720317324,58.9374328023024,NA
"C","C3",600,0.6,"weibull_cox","Stab-IPCW",100,0.94217,0.00566478676482258,0.9545,0.94,0.005325,0.05282,0.369434454116334,0.916203423418795,0.0490001030714232,0.0566478676482258,119.773211525417,61.7440870212221,NA
"A","C1",1200,0.6,"weibull_cox","Stab-IPCW",100,0.957565,0.0022343694453205,0.9625,0.98,0.000900000000000001,0.059365,0.156533843038292,0.94629576304851,0.0216454441517205,0.022343694453205,15.3010402190486,144.998675833091,NA
"B","C1",1200,0.6,"weibull_cox","Stab-IPCW",100,0.953,0.00151245669442971,0.954,1,0,0.053,0.338570339346634,0.936842009450491,0.0161717424084498,0.0151245669442971,9.42302176999992,129.007853655169,NA
"C","C1",1200,0.6,"weibull_cox","Stab-IPCW",100,0.95571,0.0015727987664021,0.95475,1,0,0.05571,0.364469749468328,0.933115807181093,0.0178217889566722,0.015727987664021,7.14208517852008,141.91859803068,NA
"A","C2",1200,0.6,"weibull_cox","Stab-IPCW",100,0.94315,0.0101540321393459,0.95825,0.97,0.011845,0.06684,0.163910463686984,0.931190170862881,0.0322394763974826,0.101540321393459,38.960882583757,144.159399900734,NA
"B","C2",1200,0.6,"weibull_cox","Stab-IPCW",100,0.954295,0.00305940423823484,0.959,0.97,0.00281,0.059915,0.328082873464944,0.929200186945319,0.0311040937251778,0.0305940423823484,34.3981276468832,135.912610771807,NA
"C","C2",1200,0.6,"weibull_cox","Stab-IPCW",100,0.9396,0.0102286239286987,0.95225,0.97,0.01242,0.06444,0.368095923694378,0.915668140836655,0.0388241307863181,0.102286239286987,37.1996153504387,140.874076397901,NA
"A","C3",1200,0.6,"weibull_cox","Stab-IPCW",100,0.93363,0.0141742236885029,0.95925,0.96,0.02199,0.07761,0.163909800648496,0.92171807089989,0.0478477171911476,0.141742236885029,86.1637756965366,127.071435111555,NA
"B","C3",1200,0.6,"weibull_cox","Stab-IPCW",100,0.94624,0.00179199228894445,0.94875,0.98,0.000110000000000001,0.04646,0.348809785211258,0.92770981189841,0.0170785470013338,0.0179199228894445,16.7626209320655,102.980040979135,NA
"C","C3",1200,0.6,"weibull_cox","Stab-IPCW",100,0.93948,0.00751194308344312,0.95,0.96,0.010155,0.05979,0.378062963847054,0.914361539358825,0.062187318854109,0.0751194308344312,1376.48534082857,119.994299467794,NA
"A","C1",300,0.8,"weibull_cox","Stab-IPCW",100,0.9643,0.00484884136946783,0.97325,0.97,0.004005,0.07231,0.117723071857339,0.950530922240879,0.0516275511757438,0.0484884136946783,5.72898821994854,17.6192535285765,NA
"B","C1",300,0.8,"weibull_cox","Stab-IPCW",100,0.96037,0.00379855514796366,0.9725,0.93,0.003115,0.0666,0.260145388861839,0.933207433519148,0.0294707524933662,0.0379855514796366,49.9897719278479,15.9003391956401,NA
"C","C1",300,0.8,"weibull_cox","Stab-IPCW",100,0.956075,0.00472449759500971,0.97125,0.9,0.00652500000000001,0.069125,0.270514992573445,0.914922548791162,0.0303878963145566,0.0472449759500971,84.9577520207112,17.0416994870487,NA
"A","C2",300,0.8,"weibull_cox","Stab-IPCW",100,0.96166,0.0031196742901732,0.9695,0.95,0.001825,0.06531,0.128204003561772,0.945626940092665,0.0276339711883103,0.031196742901732,164.897874215414,18.6923457596026,NA
"B","C2",300,0.8,"weibull_cox","Stab-IPCW",100,0.951915,0.00640061177237036,0.9705,0.92,0.00879,0.069495,0.251389448213962,0.910401644058375,0.0865292617055822,0.0640061177237036,57.3487671630472,17.166694802917,NA
"C","C2",300,0.8,"weibull_cox","Stab-IPCW",100,0.94784,0.00689930782650321,0.96575,0.87,0.010645,0.06913,0.288922424771918,0.911885383578425,0.0452713479973255,0.0689930782650321,13.1576110896136,15.8680716292335,NA
"A","C3",300,0.8,"weibull_cox","Stab-IPCW",100,0.96482,0.00430728487916727,0.974,0.98,0.003345,0.07151,0.122134364105316,0.951063806560934,0.0507519218922552,0.0430728487916727,11.2163242545782,16.5178590306821,NA
"B","C3",300,0.8,"weibull_cox","Stab-IPCW",100,0.95237,0.00635702355547378,0.97125,0.93,0.009175,0.07072,0.266491763957575,0.923359713094315,0.0602026040579104,0.0635702355547378,11.2630103558388,14.493024164998,NA
"C","C3",300,0.8,"weibull_cox","Stab-IPCW",100,0.95366,0.00479995201996222,0.967,0.9,0.006775,0.06721,0.283452753051141,0.908270942024982,0.0297694847490215,0.0479995201996222,3.83104116164877,16.3752665574688,NA
"A","C1",600,0.8,"weibull_cox","Stab-IPCW",100,0.97149,0.00171558483122558,0.97525,1,0,0.07149,0.115717789931232,0.960372960675837,0.0173205080756888,0.0171558483122558,4.23331752574379,34.0308648220045,NA
"B","C1",600,0.8,"weibull_cox","Stab-IPCW",100,0.955945,0.0075329541839423,0.9675,0.97,0.00908,0.074105,0.289074997200831,0.937335927775179,0.0645790565543857,0.075329541839423,28.9816886667952,30.4594440321816,NA
"C","C1",600,0.8,"weibull_cox","Stab-IPCW",100,0.962275,0.00449624071370245,0.97525,0.94,0.004555,0.071385,0.281962176645415,0.940740552337706,0.0358414014877496,0.0449624071370245,9.41134581669608,31.9704439531366,NA
"A","C2",600,0.8,"weibull_cox","Stab-IPCW",100,0.969975,0.00200169593499153,0.97525,0.99,0.00021,0.070395,0.121283875122232,0.959224437264312,0.0197097627452678,0.0200169593499153,4.95134678610593,36.782972218278,NA
"B","C2",600,0.8,"weibull_cox","Stab-IPCW",100,0.9634,0.00468623063621047,0.97325,0.96,0.005635,0.07467,0.262160186219452,0.931705056927011,0.065703573692453,0.0468623063621047,13.1193960210565,34.240674792841,NA
"C","C2",600,0.8,"weibull_cox","Stab-IPCW",100,0.963085,0.00276747938957405,0.97075,0.96,0.000390000000000003,0.063865,0.277635386521686,0.938776956745222,0.0262205101307193,0.0276747938957405,28.6472475927497,33.9760935476987,NA
"A","C3",600,0.8,"weibull_cox","Stab-IPCW",100,0.9674,0.00328065957891508,0.9745,0.97,0.002155,0.07171,0.116100847134076,0.955610928017805,0.0319296891701916,0.0328065957891508,8.08011982924326,29.7850615239731,NA
"B","C3",600,0.8,"weibull_cox","Stab-IPCW",100,0.946945,0.00873867490763984,0.967,0.93,0.015095,0.077135,0.290571606494653,0.925921554263373,0.0804128237423747,0.0873867490763984,67.2089654842954,25.824484363949,NA
"C","C3",600,0.8,"weibull_cox","Stab-IPCW",100,0.946655,0.0112361580276455,0.97225,0.93,0.01606,0.078775,0.304296450642432,0.923345362806597,0.0533166640616859,0.112361580276455,40.5881911939486,28.5882993664788,NA
"A","C1",1200,0.8,"weibull_cox","Stab-IPCW",100,0.976325,0.00314659006551601,0.9835,0.98,0.002025,0.080375,0.0954553349738801,0.966912136955339,0.0249646214317847,0.0314659006551601,10.9043326897753,66.5885254250477,NA
"B","C1",1200,0.8,"weibull_cox","Stab-IPCW",100,0.967855,0.002520434616602,0.972,0.98,0.001455,0.070765,0.274621663322914,0.954235160117144,0.0222190654323459,0.02520434616602,13.7284877954177,56.495478868752,NA
"C","C1",1200,0.8,"weibull_cox","Stab-IPCW",100,0.974355,0.00128772948332413,0.97575,1,0,0.074355,0.282860798012012,0.957982848879826,0.0138808057286588,0.0128772948332413,5.3198502199763,63.0345504152081,NA
"A","C2",1200,0.8,"weibull_cox","Stab-IPCW",100,0.9752,0.00266431714677248,0.98025,0.99,0.001545,0.07829,0.108793224380204,0.96626891767066,0.0295152759626522,0.0266431714677248,9.56725858640936,69.869831325259,NA
"B","C2",1200,0.8,"weibull_cox","Stab-IPCW",100,0.96979,0.00360950051106714,0.97675,0.98,0.00331,0.07641,0.271520076587603,0.947492797680237,0.0424381903478459,0.0360950051106714,362.974606377431,60.2826663321399,NA
"C","C2",1200,0.8,"weibull_cox","Stab-IPCW",100,0.969515,0.00200455863047961,0.973,0.99,6e-04,0.070715,0.295235248582045,0.951268008603421,0.0196049365047055,0.0200455863047961,9.91316105805255,64.8162610916712,NA
"A","C3",1200,0.8,"weibull_cox","Stab-IPCW",100,0.97601,0.00312936547607151,0.9825,0.99,0.001975,0.07996,0.0954063643332119,0.967225346705522,0.0261070059098273,0.0312936547607151,16.8977578282616,57.1297007886217,NA
"B","C3",1200,0.8,"weibull_cox","Stab-IPCW",100,0.95749,0.00595109691951446,0.9725,0.96,0.006825,0.07114,0.278795386837187,0.942060408412272,0.0524944441504686,0.0595109691951446,52.1863836935279,45.6869658171067,NA
"C","C3",1200,0.8,"weibull_cox","Stab-IPCW",100,0.96962,0.00159251912758283,0.97375,1,0,0.06962,0.294742655174901,0.951473983124744,0.0159050211244656,0.0159251912758283,9.20206071955999,52.5108759368464,NA
