"rep","setting","mech","n","cens","q","method","cclip","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
87,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.51260989579378,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.51260989579378,1.64725281748366,193.121956938283,0.493714156829427,0.0408163265306122,1.51260989579378,0.918262139083448,NA
87,"A","C1",600,0.2,0.9,"Clip-IPCW",1.37294890568342,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.37294890568342,1.50737434442786,193.954062005829,0.48826196296423,0.086734693877551,1.37294890568342,0.910821463001969,NA
87,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.37294890568342,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.37294890568342,1.50737434442786,193.954062005829,0.48826196296423,0.086734693877551,1.37294890568342,0.910821463001969,NA
87,"A","C1",600,0.2,0.85,"Clip-IPCW",1.23833803713154,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.23833803713154,1.38108315003397,194.948464765345,0.481727631985214,0.173469387755102,1.23833803713154,0.896642636687795,NA
87,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.23833803713154,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.23833803713154,1.38108315003397,194.948464765345,0.481727631985214,0.173469387755102,1.23833803713154,0.896642636687795,NA
87,"A","C1",600,0.2,0.8,"Clip-IPCW",1.18497757860472,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.18497757860472,1.33335015849981,195.305177248103,0.479378334352342,0.193877551020408,1.18497757860472,0.888721969282224,NA
87,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.18497757860472,0.1,0.899,0.001,0.001,0.390450080428362,0.285078043825617,-1.26563659171648,0.874,1.18497757860472,1.33335015849981,195.305177248103,0.479378334352342,0.193877551020408,1.18497757860472,0.888721969282224,NA
88,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,3.53560366086713,3.71423613162293,179.415885500948,0.582311820743952,0,Inf,0.95190600047344,NA
88,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,3.53560366086713,3.71423613162293,179.415885500948,0.582311820743952,0,Inf,0.95190600047344,NA
88,"A","C1",600,0.2,0.95,"Clip-IPCW",1.75949342746602,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.75949342746602,1.88507723996512,186.279050615056,0.538141521174337,0.0260416666666667,1.75949342746602,0.933380017626536,NA
88,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.75949342746602,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.75949342746602,1.88507723996512,186.279050615056,0.538141521174337,0.0260416666666667,1.75949342746602,0.933380017626536,NA
88,"A","C1",600,0.2,0.9,"Clip-IPCW",1.57091836261155,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.57091836261155,1.69804026443742,187.532607192988,0.530045335015484,0.0989583333333333,1.57091836261155,0.925136108672908,NA
88,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.57091836261155,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.57091836261155,1.69804026443742,187.532607192988,0.530045335015484,0.0989583333333333,1.57091836261155,0.925136108672908,NA
88,"A","C1",600,0.2,0.85,"Clip-IPCW",1.46212863136491,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.46212863136491,1.59604585561616,188.604806942193,0.523108217719793,0.109375,1.46212863136491,0.91609437549678,NA
88,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.46212863136491,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.46212863136491,1.59604585561616,188.604806942193,0.523108217719793,0.109375,1.46212863136491,0.91609437549678,NA
88,"A","C1",600,0.2,0.8,"Clip-IPCW",1.383302529394,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.383302529394,1.52445442738605,189.421211358729,0.517817325738388,0.161458333333333,1.383302529394,0.907408253433933,NA
88,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.383302529394,0.1,0.885,0.015,0.015,0.464716099106121,0.322124966696041,-1.12935059371529,0.866,1.383302529394,1.52445442738605,189.421211358729,0.517817325738388,0.161458333333333,1.383302529394,0.907408253433933,NA
89,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.12,0.8775,0.0225000000000001,0.0225000000000001,0.442964197083124,0.301541838259722,-1.21100905940252,0.864,14.6834849251265,14.7719055171879,113.440711789771,1.05844723019104,0,Inf,0.994014273110635,NA
89,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.12,0.8775,0.0225000000000001,0.0225000000000001,0.442964197083124,0.301541838259722,-1.21100905940252,0.864,14.6834849251265,14.7719055171879,113.440711789771,1.05844723019104,0,Inf,0.994014273110635,NA
89,"A","C1",600,0.2,0.95,"Clip-IPCW",1.67101655480964,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.67101655480964,1.83629219435323,193.557641826863,0.490861127909846,0.0404040404040404,1.67101655480964,0.909994912546146,NA
89,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.67101655480964,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.67101655480964,1.83629219435323,193.557641826863,0.490861127909846,0.0404040404040404,1.67101655480964,0.909994912546146,NA
89,"A","C1",600,0.2,0.9,"Clip-IPCW",1.36691545113671,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.36691545113671,1.5287910818749,195.925625088555,0.47528502461486,0.0858585858585859,1.36691545113671,0.894115270125948,NA
89,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.36691545113671,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.36691545113671,1.5287910818749,195.925625088555,0.47528502461486,0.0858585858585859,1.36691545113671,0.894115270125948,NA
89,"A","C1",600,0.2,0.85,"Clip-IPCW",1.23393543985708,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.23393543985708,1.39860792521417,196.951301322865,0.46849747748317,0.131313131313131,1.23393543985708,0.882259722407997,NA
89,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.23393543985708,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.23393543985708,1.39860792521417,196.951301322865,0.46849747748317,0.131313131313131,1.23393543985708,0.882259722407997,NA
89,"A","C1",600,0.2,0.8,"Clip-IPCW",1.18378368401174,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.18378368401174,1.35070343600617,197.287579338491,0.466266153400641,0.156565656565657,1.18378368401174,0.87642013224754,NA
89,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.18378368401174,0.11,0.8915,0.00850000000000006,0.00850000000000006,0.41883405760968,0.285115574777935,-1.26702320937109,0.88,1.18378368401174,1.35070343600617,197.287579338491,0.466266153400641,0.156565656565657,1.18378368401174,0.87642013224754,NA
90,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,4.8929937789925,5.3124162493845,167.432162446464,0.659719495338468,0,Inf,0.921048643272146,NA
90,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,4.8929937789925,5.3124162493845,167.432162446464,0.659719495338468,0,Inf,0.921048643272146,NA
90,"A","C1",600,0.2,0.95,"Clip-IPCW",1.64013247310023,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.64013247310023,1.85861561230643,185.934512083135,0.540364400175098,0.0421052631578947,1.64013247310023,0.882448453698785,NA
90,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.64013247310023,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.64013247310023,1.85861561230643,185.934512083135,0.540364400175098,0.0421052631578947,1.64013247310023,0.882448453698785,NA
90,"A","C1",600,0.2,0.9,"Clip-IPCW",1.41611128056482,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.41611128056482,1.62400931661807,187.482331013608,0.530370327695839,0.0789473684210526,1.41611128056482,0.871984702349995,NA
90,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.41611128056482,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.41611128056482,1.62400931661807,187.482331013608,0.530370327695839,0.0789473684210526,1.41611128056482,0.871984702349995,NA
90,"A","C1",600,0.2,0.85,"Clip-IPCW",1.28964178883991,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.28964178883991,1.49590479408041,188.410263682917,0.524367837150722,0.126315789473684,1.28964178883991,0.862114884545645,NA
90,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.28964178883991,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.28964178883991,1.49590479408041,188.410263682917,0.524367837150722,0.126315789473684,1.28964178883991,0.862114884545645,NA
90,"A","C1",600,0.2,0.8,"Clip-IPCW",1.22476718463742,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.22476718463742,1.43288012586547,188.894108323782,0.521234254858365,0.163157894736842,1.22476718463742,0.85475900079056,NA
90,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.22476718463742,0.08,0.908,0,0.00800000000000001,0.410034195418388,0.269924976879045,-1.30288277963881,0.886,1.22476718463742,1.43288012586547,188.894108323782,0.521234254858365,0.163157894736842,1.22476718463742,0.85475900079056,NA
91,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.09,0.8895,0.0105000000000001,0.0105000000000001,0.419935109118182,0.288941900357356,-1.23064901876572,0.884,5.8698888908911,5.63711766426024,162.955127750632,0.689040143313843,0,Inf,1.04129259676566,NA
91,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.08,0.8995,0.000500000000000056,0.000500000000000056,0.392715951067315,0.270213399018519,-1.29766263628346,0.89,5.8698888908911,5.63711766426024,162.955127750632,0.689040143313843,0,Inf,1.04129259676566,NA
91,"A","C1",600,0.2,0.95,"Clip-IPCW",1.61743557595255,0.08,0.8995,0.000500000000000056,0.000500000000000056,0.392715951067315,0.270213399018519,-1.29766263628346,0.89,1.61743557595255,1.69307087938199,190.810071879551,0.508796501914332,0.106598984771574,1.61743557595255,0.955326558178683,NA
91,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.61743557595255,0.07,0.9135,0,0.0135,0.36413722803086,0.250549431027655,-1.37321841933204,0.9,1.61743557595255,1.69307087938199,190.810071879551,0.508796501914332,0.106598984771574,1.61743557595255,0.955326558178683,NA
91,"A","C1",600,0.2,0.9,"Clip-IPCW",1.37491730370388,0.08,0.8995,0.000500000000000056,0.000500000000000056,0.392715951067315,0.270213399018519,-1.29766263628346,0.89,1.37491730370388,1.48554649854244,194.070257548395,0.48749951093938,0.177664974619289,1.37491730370388,0.925529631723335,NA
91,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.37491730370388,0.07,0.9135,0,0.0135,0.36413722803086,0.250549431027655,-1.37321841933204,0.9,1.37491730370388,1.48554649854244,194.070257548395,0.48749951093938,0.177664974619289,1.37491730370388,0.925529631723335,NA
91,"A","C1",600,0.2,0.85,"Clip-IPCW",1.28846977403205,0.08,0.8995,0.000500000000000056,0.000500000000000056,0.392715951067315,0.270213399018519,-1.29766263628346,0.89,1.28846977403205,1.41294571423532,195.075122946465,0.480893796072621,0.213197969543147,1.28846977403205,0.911903239488122,NA
91,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.28846977403205,0.07,0.9135,0,0.0135,0.36413722803086,0.250549431027655,-1.37321841933204,0.9,1.28846977403205,1.41294571423532,195.075122946465,0.480893796072621,0.213197969543147,1.28846977403205,0.911903239488122,NA
91,"A","C1",600,0.2,0.8,"Clip-IPCW",1.19418213935304,0.07,0.9135,0,0.0135,0.36413722803086,0.250549431027655,-1.37321841933204,0.9,1.19418213935304,1.33713719559368,196.047440321178,0.474480281141917,0.269035532994924,1.19418213935304,0.893088714672122,NA
91,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.19418213935304,0.07,0.9135,0,0.0135,0.36413722803086,0.250549431027655,-1.37321841933204,0.9,1.19418213935304,1.33713719559368,196.047440321178,0.474480281141917,0.269035532994924,1.19418213935304,0.893088714672122,NA
92,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,4.96192422841694,5.28095171745561,175.693936582951,0.606253481701982,0,Inf,0.939589016126741,NA
92,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,4.96192422841694,5.28095171745561,175.693936582951,0.606253481701982,0,Inf,0.939589016126741,NA
92,"A","C1",600,0.2,0.95,"Clip-IPCW",1.76445070005928,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,1.76445070005928,1.92297439835984,187.232730880682,0.531983415938687,0.0364583333333333,1.76445070005928,0.91756328194709,NA
92,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.76445070005928,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,1.76445070005928,1.92297439835984,187.232730880682,0.531983415938687,0.0364583333333333,1.76445070005928,0.91756328194709,NA
92,"A","C1",600,0.2,0.9,"Clip-IPCW",1.3751516702193,0.12,0.8905,0.00950000000000006,0.00950000000000006,0.448708523510955,0.315972363488862,-1.17043830637943,0.864,1.3751516702193,1.53114420064749,189.870154414272,0.514904280264704,0.114583333333333,1.3751516702193,0.898120287846028,NA
92,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.3751516702193,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,1.3751516702193,1.53114420064749,189.870154414272,0.514904280264704,0.114583333333333,1.3751516702193,0.898120287846028,NA
92,"A","C1",600,0.2,0.85,"Clip-IPCW",1.27386203099746,0.12,0.8905,0.00950000000000006,0.00950000000000006,0.448708523510955,0.315972363488862,-1.17043830637943,0.864,1.27386203099746,1.43632075351174,190.70297262612,0.509493097887934,0.161458333333333,1.27386203099746,0.88689244925475,NA
92,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.27386203099746,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,1.27386203099746,1.43632075351174,190.70297262612,0.509493097887934,0.161458333333333,1.27386203099746,0.88689244925475,NA
92,"A","C1",600,0.2,0.8,"Clip-IPCW",1.20833226298183,0.12,0.8905,0.00950000000000006,0.00950000000000006,0.448708523510955,0.315972363488862,-1.17043830637943,0.864,1.20833226298183,1.37648377362227,191.165634532895,0.506482604214803,0.1875,1.20833226298183,0.87783981630387,NA
92,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.20833226298183,0.14,0.872,0.028,0.028,0.496418401174888,0.349568789715139,-1.069392693302,0.85,1.20833226298183,1.37648377362227,191.165634532895,0.506482604214803,0.1875,1.20833226298183,0.87783981630387,NA
93,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.1,0.889,0.011,0.011,0.409638331777168,0.28436425293619,-1.23176925080807,0.87,7.02659018768989,7.53320571753058,149.300949825721,0.781046255394795,0,Inf,0.932749011664219,NA
93,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.1,0.889,0.011,0.011,0.409638331777168,0.28436425293619,-1.23176925080807,0.87,7.02659018768989,7.53320571753058,149.300949825721,0.781046255394795,0,Inf,0.932749011664219,NA
93,"A","C1",600,0.2,0.95,"Clip-IPCW",1.68212290841768,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.68212290841768,1.91038487621665,180.430670508834,0.575788311867226,0.0432432432432432,1.68212290841768,0.880515193225871,NA
93,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.68212290841768,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.68212290841768,1.91038487621665,180.430670508834,0.575788311867226,0.0432432432432432,1.68212290841768,0.880515193225871,NA
93,"A","C1",600,0.2,0.9,"Clip-IPCW",1.47662712238434,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.47662712238434,1.69501131953036,181.784279748579,0.56708563469898,0.0864864864864865,1.47662712238434,0.871160626109254,NA
93,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.47662712238434,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.47662712238434,1.69501131953036,181.784279748579,0.56708563469898,0.0864864864864865,1.47662712238434,0.871160626109254,NA
93,"A","C1",600,0.2,0.85,"Clip-IPCW",1.3329747844949,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.3329747844949,1.55295755499119,183.024735652163,0.55910702707618,0.145945945945946,1.3329747844949,0.858345922083145,NA
93,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.3329747844949,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.3329747844949,1.55295755499119,183.024735652163,0.55910702707618,0.145945945945946,1.3329747844949,0.858345922083145,NA
93,"A","C1",600,0.2,0.8,"Clip-IPCW",1.25110038561039,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.25110038561039,1.47503740579584,183.702269679917,0.554746859720463,0.194594594594595,1.25110038561039,0.848182141479569,NA
93,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.25110038561039,0.11,0.879,0.021,0.021,0.434111911514151,0.3013534130775,-1.17374154210331,0.864,1.25110038561039,1.47503740579584,183.702269679917,0.554746859720463,0.194594594594595,1.25110038561039,0.848182141479569,NA
94,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,6.57558517564496,7.19517793889429,164.252270141872,0.680512004715819,0,Inf,0.913887777548897,NA
94,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.07,0.9295,0,0.0295,0.325251919179922,0.238231986666416,-1.44117029619598,0.916,6.57558517564496,7.19517793889429,164.252270141872,0.680512004715819,0,Inf,0.913887777548897,NA
94,"A","C1",600,0.2,0.95,"Clip-IPCW",1.92928196634797,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.92928196634797,2.16834287155596,183.45496072782,0.556338602807723,0.0317460317460317,1.92928196634797,0.889749491031164,NA
94,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.92928196634797,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.92928196634797,2.16834287155596,183.45496072782,0.556338602807723,0.0317460317460317,1.92928196634797,0.889749491031164,NA
94,"A","C1",600,0.2,0.9,"Clip-IPCW",1.4873918408665,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.4873918408665,1.69990615570292,186.298029006128,0.538019049791383,0.0740740740740741,1.4873918408665,0.874984678346235,NA
94,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.4873918408665,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.4873918408665,1.69990615570292,186.298029006128,0.538019049791383,0.0740740740740741,1.4873918408665,0.874984678346235,NA
94,"A","C1",600,0.2,0.85,"Clip-IPCW",1.29660021752781,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.29660021752781,1.50218554193991,187.541969405187,0.529984813529628,0.100529100529101,1.29660021752781,0.863142522230237,NA
94,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.29660021752781,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.29660021752781,1.50218554193991,187.541969405187,0.529984813529628,0.100529100529101,1.29660021752781,0.863142522230237,NA
94,"A","C1",600,0.2,0.8,"Clip-IPCW",1.21421403268788,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.21421403268788,1.42116597034052,188.083420606082,0.526483116249749,0.158730158730159,1.21421403268788,0.854378769284031,NA
94,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.21421403268788,0.05,0.949,0,0.0489999999999999,0.265013836963108,0.194110377682003,-1.64598827462303,0.934,1.21421403268788,1.42116597034052,188.083420606082,0.526483116249749,0.158730158730159,1.21421403268788,0.854378769284031,NA
95,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,3.06494720550205,3.24269989550452,184.434665971609,0.550031242052733,0,Inf,0.945183737092386,NA
95,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.11,0.8925,0.00750000000000006,0.00750000000000006,0.457782741080595,0.29145421921452,-1.20232224533526,0.86,3.06494720550205,3.24269989550452,184.434665971609,0.550031242052733,0,Inf,0.945183737092386,NA
95,"A","C1",600,0.2,0.95,"Clip-IPCW",1.78185977522074,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.78185977522074,1.91089829299208,189.005096627065,0.520515059884563,0.0309278350515464,1.78185977522074,0.932472325583958,NA
95,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.78185977522074,0.1,0.9045,0,0.00449999999999995,0.430745589327231,0.274240612743773,-1.26319931661348,0.876,1.78185977522074,1.91089829299208,189.005096627065,0.520515059884563,0.0309278350515464,1.78185977522074,0.932472325583958,NA
95,"A","C1",600,0.2,0.9,"Clip-IPCW",1.44725986280609,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.44725986280609,1.57671869562248,191.124749671648,0.506748769694779,0.0876288659793814,1.44725986280609,0.917893513170224,NA
95,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.44725986280609,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.44725986280609,1.57671869562248,191.124749671648,0.506748769694779,0.0876288659793814,1.44725986280609,0.917893513170224,NA
95,"A","C1",600,0.2,0.85,"Clip-IPCW",1.3103027990361,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.3103027990361,1.44813472529394,192.243156745638,0.499458066720374,0.149484536082474,1.3103027990361,0.904821061293272,NA
95,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.3103027990361,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.3103027990361,1.44813472529394,192.243156745638,0.499458066720374,0.149484536082474,1.3103027990361,0.904821061293272,NA
95,"A","C1",600,0.2,0.8,"Clip-IPCW",1.24100268207931,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.24100268207931,1.38657893127622,192.811010485073,0.495748140468623,0.201030927835052,1.24100268207931,0.895010485221411,NA
95,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.24100268207931,0.09,0.9145,0,0.0145,0.402864712048828,0.256489835816248,-1.33011614897616,0.882,1.24100268207931,1.38657893127622,192.811010485073,0.495748140468623,0.201030927835052,1.24100268207931,0.895010485221411,NA
96,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,3.45336762717515,3.73224769660327,187.491562448772,0.530310656196454,0,Inf,0.925278252651363,NA
96,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,3.45336762717515,3.73224769660327,187.491562448772,0.530310656196454,0,Inf,0.925278252651363,NA
96,"A","C1",600,0.2,0.95,"Clip-IPCW",1.72972135285037,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.72972135285037,1.89306306090997,192.497702615745,0.497795770253712,0.0153061224489796,1.72972135285037,0.913715654046369,NA
96,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.72972135285037,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.72972135285037,1.89306306090997,192.497702615745,0.497795770253712,0.0153061224489796,1.72972135285037,0.913715654046369,NA
96,"A","C1",600,0.2,0.9,"Clip-IPCW",1.50400968619744,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.50400968619744,1.65362453839674,193.230653537623,0.493002713503416,0.0459183673469388,1.50400968619744,0.909523081736344,NA
96,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.50400968619744,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.50400968619744,1.65362453839674,193.230653537623,0.493002713503416,0.0459183673469388,1.50400968619744,0.909523081736344,NA
96,"A","C1",600,0.2,0.85,"Clip-IPCW",1.31994914883458,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.31994914883458,1.46786038836721,194.330705527485,0.485789482423109,0.107142857142857,1.31994914883458,0.899233441610098,NA
96,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.31994914883458,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.31994914883458,1.46786038836721,194.330705527485,0.485789482423109,0.107142857142857,1.31994914883458,0.899233441610098,NA
96,"A","C1",600,0.2,0.8,"Clip-IPCW",1.24719294998678,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.24719294998678,1.39791832575769,194.822435118618,0.482556973262453,0.137755102040816,1.24719294998678,0.892178696713757,NA
96,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.24719294998678,0.07,0.912,0,0.012,0.383843037296983,0.255588448118471,-1.33868780592095,0.894,1.24719294998678,1.39791832575769,194.822435118618,0.482556973262453,0.137755102040816,1.24719294998678,0.892178696713757,NA
97,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.1,0.8875,0.0125000000000001,0.0125000000000001,0.433074767626668,0.301127785379725,-1.17006828650463,0.872,10.2525969302431,10.6677052619847,114.350105143494,1.05043564626155,0,Inf,0.96108738275505,NA
97,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.11,0.879,0.021,0.021,0.458944536261821,0.31911568659152,-1.11204930637507,0.866,10.2525969302431,10.6677052619847,114.350105143494,1.05043564626155,0,Inf,0.96108738275505,NA
