"rep","setting","mech","n","cens","q","method","cclip","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
79,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.04630605638329,0.05,0.939,0,0.0389999999999999,0.309738226615489,0.221498193376311,-1.51863050273318,0.930300096805421,2.04630605638329,2.57487858218628,283.200900785583,0.834482243339966,0.0666666666666667,2.04630605638329,0.79471943669119,NA
79,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.76830217110973,0.04,0.9525,0,0.0525,0.272878933414386,0.195139590686604,-1.64532978373001,0.944,1.76830217110973,2.27018601986958,288.158895621331,0.816784860705434,0.12,1.76830217110973,0.778923910037698,NA
79,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.76830217110973,0.05,0.939,0,0.0389999999999999,0.309738226615489,0.221498193376311,-1.51863050273318,0.930300096805421,1.76830217110973,2.27018601986958,288.158895621331,0.816784860705434,0.12,1.76830217110973,0.778923910037698,NA
79,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.57493665451174,0.03,0.964,0,0.0639999999999999,0.231954936289231,0.165874260643206,-1.80781490054105,0.958,1.57493665451174,2.06721725075591,292.121987998486,0.802802500065084,0.156666666666667,1.57493665451174,0.761863153926292,NA
79,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.57493665451174,0.04,0.9525,0,0.0525,0.272878933414386,0.195139590686604,-1.64532978373001,0.944,1.57493665451174,2.06721725075591,292.121987998486,0.802802500065084,0.156666666666667,1.57493665451174,0.761863153926292,NA
80,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.1,0.8835,0.0165000000000001,0.0165000000000001,0.48197281438235,0.3009477251183,-1.18247118193443,0.858,21.8685587013972,19.3560792581873,133.198945528361,1.61526087344326,0,Inf,1.12980311816749,NA
80,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.09,0.8935,0.00650000000000006,0.00650000000000006,0.451576236056822,0.28196785566203,-1.24761468347046,0.874,21.8685587013972,19.3560792581873,133.198945528361,1.61526087344326,0,Inf,1.12980311816749,NA
80,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.7840367819748,0.09,0.8935,0.00650000000000006,0.00650000000000006,0.451576236056822,0.28196785566203,-1.24761468347046,0.874,2.7840367819748,3.01158267226897,263.454547085651,0.907558329389786,0.108552631578947,2.7840367819748,0.924443086889348,NA
80,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.7840367819748,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,2.7840367819748,3.01158267226897,263.454547085651,0.907558329389786,0.108552631578947,2.7840367819748,0.924443086889348,NA
80,"A","C1",1200,0.4,0.9,"Clip-IPCW",1.98603795608084,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,1.98603795608084,2.31430267372195,283.722112715753,0.832610640498003,0.180921052631579,1.98603795608084,0.858158260210112,NA
80,"A","C1",1200,0.4,0.9,"Clip-AIPCW",1.98603795608084,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,1.98603795608084,2.31430267372195,283.722112715753,0.832610640498003,0.180921052631579,1.98603795608084,0.858158260210112,NA
80,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.65209128010249,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,1.65209128010249,2.02799664478654,292.710362024589,0.800738460340289,0.240131578947368,1.65209128010249,0.814642018441989,NA
80,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.65209128010249,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,1.65209128010249,2.02799664478654,292.710362024589,0.800738460340289,0.240131578947368,1.65209128010249,0.814642018441989,NA
80,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.5293952587622,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,1.5293952587622,1.9253047227865,295.833709385897,0.789830868243384,0.286184210526316,1.5293952587622,0.794365297431307,NA
80,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.5293952587622,0.07,0.917,0,0.017,0.387097247322406,0.241706653373228,-1.40168294616424,0.898,1.5293952587622,1.9253047227865,295.833709385897,0.789830868243384,0.286184210526316,1.5293952587622,0.794365297431307,NA
81,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.08,0.9175,0,0.0175,0.356441424853785,0.249812217342749,-1.37229097036651,0.9,17.5330492222662,17.0866023866218,119.984803067604,1.73400424863078,0,Inf,1.02612847338181,NA
81,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.1,0.898,0.002,0.002,0.407708988369709,0.285743124433379,-1.23790723444985,0.876,17.5330492222662,17.0866023866218,119.984803067604,1.73400424863078,0,Inf,1.02612847338181,NA
81,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.91172329188638,0.06,0.9335,0,0.0335,0.300313620799993,0.210475007334095,-1.54363355929063,0.92,2.91172329188638,3.54437445354908,240.824039410437,0.997612097794815,0.075812274368231,2.91172329188638,0.821505551979925,NA
81,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.91172329188638,0.06,0.9335,0,0.0335,0.300313620799993,0.210475007334095,-1.54363355929063,0.92,2.91172329188638,3.54437445354908,240.824039410437,0.997612097794815,0.075812274368231,2.91172329188638,0.821505551979925,NA
81,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.03471572632465,0.06,0.9335,0,0.0335,0.300313620799993,0.210475007334095,-1.54363355929063,0.92,2.03471572632465,2.63770171846336,259.459306694665,0.922916909472815,0.122743682310469,2.03471572632465,0.771397202375867,NA
81,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.03471572632465,0.05,0.9455,0,0.0455,0.269641610021639,0.188978507520572,-1.65136718358878,0.932,2.03471572632465,2.63770171846336,259.459306694665,0.922916909472815,0.122743682310469,2.03471572632465,0.771397202375867,NA
81,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.73779766562088,0.05,0.9455,0,0.0455,0.269641610021639,0.188978507520572,-1.65136718358878,0.932,1.73779766562088,2.32738662182786,265.489806154439,0.899814328344451,0.173285198555957,1.73779766562088,0.746673392947522,NA
81,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.73779766562088,0.05,0.9455,0,0.0455,0.269641610021639,0.188978507520572,-1.65136718358878,0.932,1.73779766562088,2.32738662182786,265.489806154439,0.899814328344451,0.173285198555957,1.73779766562088,0.746673392947522,NA
81,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.58881890168805,0.05,0.9455,0,0.0455,0.269641610021639,0.188978507520572,-1.65136718358878,0.932,1.58881890168805,2.17788505505812,268.606652496157,0.888055560155342,0.234657039711191,1.58881890168805,0.729523763431879,NA
81,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.58881890168805,0.05,0.9455,0,0.0455,0.269641610021639,0.188978507520572,-1.65136718358878,0.932,1.58881890168805,2.17788505505812,268.606652496157,0.888055560155342,0.234657039711191,1.58881890168805,0.729523763431879,NA
82,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.05,0.933,0,0.033,0.30457529829777,0.218378437661073,-1.54323752803586,0.926,8.8279146230388,11.2143883096788,205.83957355915,1.15528945344536,0,Inf,0.787195376088388,NA
82,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.07,0.908,0,0.00800000000000001,0.370547981479553,0.26568040719723,-1.34717292864676,0.896,8.8279146230388,11.2143883096788,205.83957355915,1.15528945344536,0,Inf,0.787195376088388,NA
82,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.87199372469325,0.04,0.9485,0,0.0485,0.267709089276259,0.191945614074923,-1.67225496649889,0.941708542713568,2.87199372469325,3.81686353756168,245.564751908795,0.978095593859704,0.033210332103321,2.87199372469325,0.752448626059072,NA
82,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.87199372469325,0.05,0.933,0,0.033,0.30457529829777,0.218378437661073,-1.54323752803586,0.926,2.87199372469325,3.81686353756168,245.564751908795,0.978095593859704,0.033210332103321,2.87199372469325,0.752448626059072,NA
82,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.20698426324717,0.04,0.9485,0,0.0485,0.267709089276259,0.191945614074923,-1.67225496649889,0.941708542713568,2.20698426324717,2.99933316521591,253.829047406258,0.944932128512857,0.0664206642066421,2.20698426324717,0.735824978979387,NA
82,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.20698426324717,0.05,0.933,0,0.033,0.30457529829777,0.218378437661073,-1.54323752803586,0.926,2.20698426324717,2.99933316521591,253.829047406258,0.944932128512857,0.0664206642066421,2.20698426324717,0.735824978979387,NA
82,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.81685708942035,0.04,0.9485,0,0.0485,0.267709089276259,0.191945614074923,-1.67225496649889,0.941708542713568,1.81685708942035,2.5322268164275,259.967663787942,0.920950846180324,0.103321033210332,1.81685708942035,0.717493819129363,NA
82,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.81685708942035,0.05,0.933,0,0.033,0.30457529829777,0.218378437661073,-1.54323752803586,0.926,1.81685708942035,2.5322268164275,259.967663787942,0.920950846180324,0.103321033210332,1.81685708942035,0.717493819129363,NA
82,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.59403230707709,0.04,0.9485,0,0.0485,0.267709089276259,0.191945614074923,-1.67225496649889,0.941708542713568,1.59403230707709,2.27260507622587,263.571482664907,0.907111962692691,0.169741697416974,1.59403230707709,0.701411927550696,NA
82,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.59403230707709,0.05,0.933,0,0.033,0.30457529829777,0.218378437661073,-1.54323752803586,0.926,1.59403230707709,2.27260507622587,263.571482664907,0.907111962692691,0.169741697416974,1.59403230707709,0.701411927550696,NA
83,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.07,0.915,0,0.015,0.389835721741008,0.252821223558244,-1.34477589405221,0.90738813735692,5.96568768311587,6.82445723137712,244.061541943356,0.984243499202773,0,Inf,0.87416295257697,NA
83,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.08,0.9055,0,0.00549999999999995,0.421398575909946,0.273290767432632,-1.26692219619155,0.897918731417245,5.96568768311587,6.82445723137712,244.061541943356,0.984243499202773,0,Inf,0.87416295257697,NA
83,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.66163973608544,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,2.66163973608544,3.16843048166034,271.73182141886,0.876383256141484,0.0498338870431894,2.66163973608544,0.840049908461513,NA
83,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.66163973608544,0.07,0.915,0,0.015,0.389835721741008,0.252821223558244,-1.34477589405221,0.90738813735692,2.66163973608544,3.16843048166034,271.73182141886,0.876383256141484,0.0498338870431894,2.66163973608544,0.840049908461513,NA
83,"A","C1",1200,0.4,0.9,"Clip-IPCW",1.87264027970836,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,1.87264027970836,2.34002900316304,287.31079644761,0.819795593853767,0.112956810631229,1.87264027970836,0.800263704927205,NA
83,"A","C1",1200,0.4,0.9,"Clip-AIPCW",1.87264027970836,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,1.87264027970836,2.34002900316304,287.31079644761,0.819795593853767,0.112956810631229,1.87264027970836,0.800263704927205,NA
83,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.61804811618172,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,1.61804811618172,2.07780771320596,292.503934553157,0.801462275572293,0.169435215946844,1.61804811618172,0.778728515587781,NA
83,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.61804811618172,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,1.61804811618172,2.07780771320596,292.503934553157,0.801462275572293,0.169435215946844,1.61804811618172,0.778728515587781,NA
83,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.46929423841834,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,1.46929423841834,1.92963158397124,295.485751387064,0.791042003470571,0.205980066445183,1.46929423841834,0.761437701695623,NA
83,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.46929423841834,0.06,0.925,0,0.025,0.356501490012653,0.231202883365357,-1.43416289872583,0.915758176412289,1.46929423841834,1.92963158397124,295.485751387064,0.791042003470571,0.205980066445183,1.46929423841834,0.761437701695623,NA
84,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.09,0.8955,0.00450000000000006,0.00450000000000006,0.399412914319451,0.286301188887429,-1.26260490399979,0.882,34.0537571912448,32.1325661049115,99.0959826021762,1.96260370516898,0,Inf,1.05978953190544,NA
84,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,34.0537571912448,32.1325661049115,99.0959826021762,1.96260370516898,0,Inf,1.05978953190544,NA
84,"A","C1",1200,0.4,0.95,"Clip-IPCW",3.08255156275043,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,3.08255156275043,3.44217967978569,266.370614916955,0.896479164858649,0.0459016393442623,3.08255156275043,0.895523142168556,NA
84,"A","C1",1200,0.4,0.95,"Clip-AIPCW",3.08255156275043,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,3.08255156275043,3.44217967978569,266.370614916955,0.896479164858649,0.0459016393442623,3.08255156275043,0.895523142168556,NA
84,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.18455721764999,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,2.18455721764999,2.54419796877504,281.835087374463,0.839399511218969,0.101639344262295,2.18455721764999,0.858642780342205,NA
84,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.18455721764999,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,2.18455721764999,2.54419796877504,281.835087374463,0.839399511218969,0.101639344262295,2.18455721764999,0.858642780342205,NA
84,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.71724741784899,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,1.71724741784899,2.10636445657397,293.172561290477,0.799119137407068,0.19016393442623,1.71724741784899,0.815266044054935,NA
84,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.71724741784899,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,1.71724741784899,2.10636445657397,293.172561290477,0.799119137407068,0.19016393442623,1.71724741784899,0.815266044054935,NA
84,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.53253330505489,0.08,0.9095,0,0.00949999999999995,0.371542431881479,0.266323486688055,-1.33493758340742,0.902941176470588,1.53253330505489,1.93935871565598,297.654581994027,0.783509024778295,0.239344262295082,1.53253330505489,0.790226837708317,NA
84,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.53253330505489,0.07,0.919,0,0.019,0.342444710125186,0.24546609316352,-1.41649044437926,0.913725490196078,1.53253330505489,1.93935871565598,297.654581994027,0.783509024778295,0.239344262295082,1.53253330505489,0.790226837708317,NA
85,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.06,0.9385,0,0.0385,0.336105478674085,0.227053503915883,-1.47482776953432,0.918,8.01379432175782,9.19933847673225,238.766829212869,1.00620015193877,0,Inf,0.871127238336429,NA
85,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.07,0.9285,0,0.0285,0.368512321248432,0.248945700337028,-1.38277865756464,0.91,8.01379432175782,9.19933847673225,238.766829212869,1.00620015193877,0,Inf,0.871127238336429,NA
85,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.94178699059279,0.06,0.9385,0,0.0385,0.336105478674085,0.227053503915883,-1.47482776953432,0.918,2.94178699059279,3.47798752598305,266.892258517507,0.894508530943234,0.0267558528428094,2.94178699059279,0.845830230446641,NA
85,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.94178699059279,0.07,0.9285,0,0.0285,0.368512321248432,0.248945700337028,-1.38277865756464,0.91,2.94178699059279,3.47798752598305,266.892258517507,0.894508530943234,0.0267558528428094,2.94178699059279,0.845830230446641,NA
85,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.08072291725851,0.06,0.9385,0,0.0385,0.336105478674085,0.227053503915883,-1.47482776953432,0.918,2.08072291725851,2.5488497398352,279.600085847998,0.847486867824505,0.0903010033444816,2.08072291725851,0.816338007195765,NA
85,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.08072291725851,0.06,0.9385,0,0.0385,0.336105478674085,0.227053503915883,-1.47482776953432,0.918,2.08072291725851,2.5488497398352,279.600085847998,0.847486867824505,0.0903010033444816,2.08072291725851,0.816338007195765,NA
85,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.79373299937346,0.05,0.95,0,0.0499999999999999,0.301611216937149,0.203751167330179,-1.58311397798036,0.928,1.79373299937346,2.25516950806554,285.567902172107,0.826003994255159,0.1438127090301,1.79373299937346,0.795387217217256,NA
85,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.79373299937346,0.06,0.9385,0,0.0385,0.336105478674085,0.227053503915883,-1.47482776953432,0.918,1.79373299937346,2.25516950806554,285.567902172107,0.826003994255159,0.1438127090301,1.79373299937346,0.795387217217256,NA
85,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.63963774733039,0.05,0.95,0,0.0499999999999999,0.301611216937149,0.203751167330179,-1.58311397798036,0.928,1.63963774733039,2.10425304119272,289.14066580092,0.813307872007691,0.193979933110368,1.63963774733039,0.779201795237049,NA
85,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.63963774733039,0.06,0.9385,0,0.0385,0.336105478674085,0.227053503915883,-1.47482776953432,0.918,1.63963774733039,2.10425304119272,289.14066580092,0.813307872007691,0.193979933110368,1.63963774733039,0.779201795237049,NA
86,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.09,0.906,0,0.00600000000000001,0.393822266111858,0.269884583444163,-1.32146706944481,0.88,23.8778215861943,26.1683655872598,148.475480324923,1.49583372223044,0,Inf,0.91246896970208,NA
86,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.1,0.893,0.00700000000000001,0.00700000000000001,0.420790120059361,0.288365529432467,-1.25523259352555,0.86,23.8778215861943,26.1683655872598,148.475480324923,1.49583372223044,0,Inf,0.91246896970208,NA
86,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.98727363386179,0.09,0.906,0,0.00600000000000001,0.393822266111858,0.269884583444163,-1.32146706944481,0.88,2.98727363386179,3.55769432058148,261.111755642509,0.916538829037197,0.0476190476190476,2.98727363386179,0.839665627420609,NA
86,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.98727363386179,0.09,0.906,0,0.00600000000000001,0.393822266111858,0.269884583444163,-1.32146706944481,0.88,2.98727363386179,3.55769432058148,261.111755642509,0.916538829037197,0.0476190476190476,2.98727363386179,0.839665627420609,NA
86,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.12716017016904,0.08,0.916,0,0.016,0.365866432399336,0.250726579477482,-1.39509844773166,0.9,2.12716017016904,2.63136633365119,275.518701259602,0.862390806561249,0.0816326530612245,2.12716017016904,0.808386176780438,NA
86,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.12716017016904,0.09,0.906,0,0.00600000000000001,0.393822266111858,0.269884583444163,-1.32146706944481,0.88,2.12716017016904,2.63136633365119,275.518701259602,0.862390806561249,0.0816326530612245,2.12716017016904,0.808386176780438,NA
86,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.81238717661119,0.08,0.916,0,0.016,0.365866432399336,0.250726579477482,-1.39509844773166,0.9,1.81238717661119,2.30232364681656,281.798532874401,0.839531373688162,0.139455782312925,1.81238717661119,0.787199132110375,NA
86,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.81238717661119,0.09,0.906,0,0.00600000000000001,0.393822266111858,0.269884583444163,-1.32146706944481,0.88,1.81238717661119,2.30232364681656,281.798532874401,0.839531373688162,0.139455782312925,1.81238717661119,0.787199132110375,NA
86,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.67780715029854,0.08,0.916,0,0.016,0.365866432399336,0.250726579477482,-1.39509844773166,0.9,1.67780715029854,2.16410788107318,284.532379876672,0.829706373983239,0.156462585034014,1.67780715029854,0.775288129104967,NA
86,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.67780715029854,0.09,0.906,0,0.00600000000000001,0.393822266111858,0.269884583444163,-1.32146706944481,0.88,1.67780715029854,2.16410788107318,284.532379876672,0.829706373983239,0.156462585034014,1.67780715029854,0.775288129104967,NA
87,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,6.41773266907269,7.36288091410294,222.615488590937,1.07638187899726,0,Inf,0.871633365247031,NA
87,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.09,0.891,0.00900000000000001,0.00900000000000001,0.413641845775157,0.29683199648877,-1.22027062841287,0.874747474747475,6.41773266907269,7.36288091410294,222.615488590937,1.07638187899726,0,Inf,0.871633365247031,NA
87,"A","C1",1200,0.4,0.95,"Clip-IPCW",3.17220563968715,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,3.17220563968715,3.76490031367484,245.752012903591,0.977332304219357,0.0354609929078014,3.17220563968715,0.842573607637123,NA
87,"A","C1",1200,0.4,0.95,"Clip-AIPCW",3.17220563968715,0.05,0.9375,0,0.0375,0.290808756507044,0.208686197182584,-1.57260526400313,0.926262626262626,3.17220563968715,3.76490031367484,245.752012903591,0.977332304219357,0.0354609929078014,3.17220563968715,0.842573607637123,NA
87,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.24411043635264,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,2.24411043635264,2.77974975628451,260.639175591199,0.918359134655884,0.0957446808510638,2.24411043635264,0.807306640203536,NA
87,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.24411043635264,0.05,0.9375,0,0.0375,0.290808756507044,0.208686197182584,-1.57260526400313,0.926262626262626,2.24411043635264,2.77974975628451,260.639175591199,0.918359134655884,0.0957446808510638,2.24411043635264,0.807306640203536,NA
87,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.86541375995558,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,1.86541375995558,2.39522367747932,268.567010251224,0.888204369174511,0.159574468085106,1.86541375995558,0.778805661239411,NA
87,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.86541375995558,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,1.86541375995558,2.39522367747932,268.567010251224,0.888204369174511,0.159574468085106,1.86541375995558,0.778805661239411,NA
87,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.69738805052313,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,1.69738805052313,2.22653210877649,272.036601601107,0.875251058096333,0.187943262411348,1.69738805052313,0.762346091409331,NA
87,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.69738805052313,0.04,0.9485,0,0.0485,0.254822863665775,0.1828624935931,-1.70470246950937,0.937373737373737,1.69738805052313,2.22653210877649,272.036601601107,0.875251058096333,0.187943262411348,1.69738805052313,0.762346091409331,NA
88,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.07,0.913,0,0.013,0.364260431228538,0.247128648878481,-1.40591971321882,0.898,12.7870346828193,13.4513506548611,173.97140363648,1.32768464763784,0,Inf,0.950613437335254,NA
88,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.08,0.904,0,0.004,0.394637950856253,0.267737956775464,-1.32582003096273,0.886,12.7870346828193,13.4513506548611,173.97140363648,1.32768464763784,0,Inf,0.950613437335254,NA
88,"A","C1",1200,0.4,0.95,"Clip-IPCW",3.01003946825316,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,3.01003946825316,3.53306982204126,254.338974471745,0.942919642374747,0.0549828178694158,3.01003946825316,0.851961500866711,NA
88,"A","C1",1200,0.4,0.95,"Clip-AIPCW",3.01003946825316,0.07,0.913,0,0.013,0.364260431228538,0.247128648878481,-1.40591971321882,0.898,3.01003946825316,3.53306982204126,254.338974471745,0.942919642374747,0.0549828178694158,3.01003946825316,0.851961500866711,NA
88,"A","C1",1200,0.4,0.9,"Clip-IPCW",2.29379351363538,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,2.29379351363538,2.79636797363761,268.267542297151,0.889329126236414,0.0962199312714777,2.29379351363538,0.820275992022442,NA
88,"A","C1",1200,0.4,0.9,"Clip-AIPCW",2.29379351363538,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,2.29379351363538,2.79636797363761,268.267542297151,0.889329126236414,0.0962199312714777,2.29379351363538,0.820275992022442,NA
88,"A","C1",1200,0.4,0.85,"Clip-IPCW",1.94467356959545,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,1.94467356959545,2.43824058687195,275.582534307173,0.86215632175828,0.127147766323024,1.94467356959545,0.797572470930893,NA
88,"A","C1",1200,0.4,0.85,"Clip-AIPCW",1.94467356959545,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,1.94467356959545,2.43824058687195,275.582534307173,0.86215632175828,0.127147766323024,1.94467356959545,0.797572470930893,NA
88,"A","C1",1200,0.4,0.8,"Clip-IPCW",1.6568380766395,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,1.6568380766395,2.14511081247707,281.383126152649,0.841030813767717,0.18213058419244,1.6568380766395,0.772378782020245,NA
88,"A","C1",1200,0.4,0.8,"Clip-AIPCW",1.6568380766395,0.06,0.926,0,0.026,0.332255207626266,0.225415042382142,-1.49788542414746,0.908,1.6568380766395,2.14511081247707,281.383126152649,0.841030813767717,0.18213058419244,1.6568380766395,0.772378782020245,NA
89,"A","C1",1200,0.4,1,"Clip-IPCW",Inf,0.08,0.933,0,0.033,0.322690243631754,0.223053436096033,-1.48636609316619,0.927845528455285,12.4433274853016,13.4788012925981,196.714112635009,1.20128920012956,0,Inf,0.923177604238061,NA
89,"A","C1",1200,0.4,1,"Clip-AIPCW",Inf,0.1,0.916,0,0.016,0.372989055813806,0.257821524410345,-1.34150987998031,0.905544147843943,12.4433274853016,13.4788012925981,196.714112635009,1.20128920012956,0,Inf,0.923177604238061,NA
89,"A","C1",1200,0.4,0.95,"Clip-IPCW",2.96095766760868,0.07,0.9395,0,0.0395,0.296104888151208,0.204676819489869,-1.57234521479346,0.934,2.96095766760868,3.46195501428094,262.672177635974,0.910549350446026,0.0468227424749164,2.96095766760868,0.855284847837251,NA
89,"A","C1",1200,0.4,0.95,"Clip-AIPCW",2.96095766760868,0.07,0.9395,0,0.0395,0.296104888151208,0.204676819489869,-1.57234521479346,0.934,2.96095766760868,3.46195501428094,262.672177635974,0.910549350446026,0.0468227424749164,2.96095766760868,0.855284847837251,NA
