method,tau_hat,calibration_moment,feasible_found,boundary_fallback,pac_success_nominal,pac_success_tol,clip_c,coverage_ipcw_hajek,coverage_ipcw_ht,observed_y_coverage,coverage_shortfall,abs_calibration_error,mean_lpb,median_lpb,mean_log_lpb,sd_lpb,worst_slice_coverage,max_raw_weight,max_normalized_weight,weight_variance,weight_cv,effective_sample_size,clipped_fraction,computation_time_sec,split,n_total,n_train,n_cal,n_test,events_train,events_cal,events_test,censoring_test
H-AIPCW,0.09999999999999999,0.020497430591622,TRUE,FALSE,1,1,Inf,0.912223057598857,0.5505302717685268,0.8662790697674418,0,0.012223057598857001,1.6082614543108364,1.1000830072127217,0.1650057221155052,4.188521745970074,0.8159631655961045,10.050178833778848,15.725212908613992,1.5455475466105026,1.9451985158638345,35.9117719833413,NA,0.22100000000000364,23,686,343,171,172,158,69,72,0.5813953488372093
Clip-AIPCW,0.09,0.0017917726698294938,TRUE,FALSE,1,1,1.756605585412867,0.912223057598857,0.5505302717685268,0.8662790697674418,0,0.012223057598857001,1.4825895510059848,1.0141209113487817,0.08364222407730891,3.8612245279469124,0.8159631655961045,1.756605585412867,3.5843306022531722,0.3798795399353784,1.2576411890690977,66.47458029915583,0.11594202898550725,0.20199999999999818,23,686,343,171,172,158,69,72,0.5813953488372093
Naive-Y,0.03,0.018128654970760213,TRUE,FALSE,1,1,Inf,0.9850374924926342,0.7697887118921966,0.9476744186046512,0,0.08503749249263415,0.6938983160371184,0.5336982742395866,-0.5525564562347772,0.8489705669508841,0.963636694868857,1,1,0,0,171,NA,0.06199999999999761,24,686,343,171,172,146,73,80,0.5348837209302325
CC,0.05,0.004109589041095818,TRUE,FALSE,1,1,Inf,0.9318059238752298,0.7281892185223549,0.8953488372093024,0,0.031805923875229736,1.0010148782937032,0.7699109519166514,-0.18611224469313392,1.2247214744729484,0.8610900359079807,1,1,0.24609563123495012,1.162051036227645,73,NA,0.07100000000000506,24,686,343,171,172,146,73,80,0.5348837209302325
HT-IPCW,0.01,-0.29462039745696955,FALSE,TRUE,1,1,Inf,0.9925103778665701,0.775628634585457,0.9651162790697675,0,0.09251037786657013,0.3182135715190818,0.24474772460791588,-1.3321591214255146,0.38932787409959557,0.9724944732878051,10.121766798051178,10.121766798051178,1.0871629208151443,1.722342554533294,43.300828396149946,NA,0.3689999999999998,24,686,343,171,172,146,73,80,0.5348837209302325
H-IPCW,0.05,0.024677999971795508,TRUE,FALSE,1,1,Inf,0.9318059238752298,0.7281892185223549,0.8953488372093024,0,0.031805923875229736,1.0010148782937032,0.7699109519166514,-0.18611224469313392,1.2247214744729484,0.8610900359079807,10.121766798051178,16.719702407435708,1.0871629208151443,1.722342554533294,43.300828396149946,NA,0.08500000000000085,24,686,343,171,172,146,73,80,0.5348837209302325
Stab-IPCW,0.05,0.0032185987531945254,TRUE,FALSE,1,1,Inf,0.9318059238752298,0.7281892185223549,0.8953488372093024,0,0.031805923875229736,1.0010148782937032,0.7699109519166514,-0.18611224469313392,1.2247214744729484,0.8610900359079807,1.8380491138401591,4.163778138234523,0.26977061895836146,1.176597152392567,71.96106332236745,NA,0.09700000000000131,24,686,343,171,172,146,73,80,0.5348837209302325
Clip-IPCW,0.05,0.013973963014027112,TRUE,FALSE,1,1,1.8390390068368554,0.9318059238752298,0.7281892185223549,0.8953488372093024,0,0.031805923875229736,1.0010148782937032,0.7699109519166514,-0.18611224469313392,1.2247214744729484,0.8610900359079807,1.8390390068368554,3.469534658140465,0.4070268888723978,1.2036267728982077,70.07492018020112,0.0684931506849315,0.09900000000000375,24,686,343,171,172,146,73,80,0.5348837209302325
H-AIPCW,0.05,0.030997124841344096,TRUE,FALSE,1,1,Inf,0.9318059238752298,0.7281892185223549,0.8953488372093024,0,0.031805923875229736,1.0010148782937032,0.7699109519166514,-0.18611224469313392,1.2247214744729484,0.8610900359079807,10.121766798051178,16.719702407435708,1.0871629208151443,1.722342554533294,43.300828396149946,NA,0.2079999999999984,24,686,343,171,172,146,73,80,0.5348837209302325
Clip-AIPCW,0.05,0.012418322781136196,TRUE,FALSE,1,1,1.8390390068368554,0.9318059238752298,0.7281892185223549,0.8953488372093024,0,0.031805923875229736,1.0010148782937032,0.7699109519166514,-0.18611224469313392,1.2247214744729484,0.8610900359079807,1.8390390068368554,3.469534658140465,0.4070268888723978,1.2036267728982077,70.07492018020112,0.0684931506849315,0.2220000000000013,24,686,343,171,172,146,73,80,0.5348837209302325
Naive-Y,0.03,0.012280701754385942,TRUE,FALSE,1,1,Inf,0.9676264859978035,0.7115702111653688,0.9302325581395349,0,0.06762648599780352,0.8115211062937472,0.5032421574067563,-0.5184656006250232,1.5271161320498892,0.8794365466309981,1,1,0,0,171,NA,0.07399999999999807,25,686,343,171,172,153,75,71,0.5872093023255814
CC,0.03,0.046666666666666634,TRUE,FALSE,1,1,Inf,0.9676264859978035,0.7115702111653688,0.9302325581395349,0,0.06762648599780352,0.8115211062937472,0.5032421574067563,-0.5184656006250232,1.5271161320498892,0.8794365466309981,1,1,0.2476780185758514,1.1346935320890421,75,NA,0.09500000000000597,25,686,343,171,172,153,75,71,0.5872093023255814
HT-IPCW,0.01,-0.317671040600246,FALSE,TRUE,1,1,Inf,1,0.7353769470578382,0.9709302325581395,0,0.09999999999999998,0.3821750363830805,0.23699517896064476,-1.271497282142276,0.719174965137752,1,10.056822175369938,10.056822175369938,0.9878383180440066,1.6831136622104215,44.807738257036846,NA,0.4440000000000026,25,686,343,171,172,153,75,71,0.5872093023255814
H-IPCW,0.04,0.014036989114395576,TRUE,FALSE,1,1,Inf,0.9359047538860957,0.6882427806496745,0.9069767441860465,0,0.03590475388609571,0.9900825234462791,0.6139720350409202,-0.3195876995583469,1.8631320638359168,0.8203765137345084,10.056822175369938,17.030652287477132,0.9878383180440066,1.6831136622104215,44.807738257036846,NA,0.0799999999999983,25,686,343,171,172,153,75,71,0.5872093023255814
Stab-IPCW,0.03,0.045750404295617206,TRUE,FALSE,1,1,Inf,0.9676264859978035,0.7115702111653688,0.9302325581395349,0,0.06762648599780352,0.8115211062937472,0.5032421574067563,-0.5184656006250232,1.5271161320498892,0.8794365466309981,2.1430143646897215,4.806415492781059,0.2655537126730536,1.1557726615975368,73.45364963431938,NA,0.1110000000000042,25,686,343,171,172,153,75,71,0.5872093023255814
Clip-IPCW,0.04,0.0013719975120436716,TRUE,FALSE,1,1,1.6373452370530117,0.9359047538860957,0.6882427806496745,0.9069767441860465,0,0.03590475388609571,0.9900825234462791,0.6139720350409202,-0.3195876995583469,1.8631320638359168,0.8203765137345084,1.6373452370530117,3.181261656193112,0.3575572683310883,1.16180150703549,73.0179696343871,0.09333333333333334,0.09100000000000108,25,686,343,171,172,153,75,71,0.5872093023255814
H-AIPCW,0.01,-1.8478772111511628,FALSE,TRUE,1,1,Inf,1,0.7353769470578382,0.9709302325581395,0,0.09999999999999998,0.3821750363830805,0.23699517896064476,-1.271497282142276,0.719174965137752,1,10.056822175369938,17.030652287477132,0.9878383180440066,1.6831136622104215,44.807738257036846,NA,0.22800000000000153,25,686,343,171,172,153,75,71,0.5872093023255814
Clip-AIPCW,0.03,0.04490705470937083,TRUE,FALSE,1,1,1.6373452370530117,0.9676264859978035,0.7115702111653688,0.9302325581395349,0,0.06762648599780352,0.8115211062937472,0.5032421574067563,-0.5184656006250232,1.5271161320498892,0.8794365466309981,1.6373452370530117,3.181261656193112,0.3575572683310883,1.16180150703549,73.0179696343871,0.09333333333333334,0.3060000000000045,25,686,343,171,172,153,75,71,0.5872093023255814
Naive-Y,0.05,5.847953216374047e-4,TRUE,FALSE,1,1,Inf,0.9742550701854458,0.6645398786002835,0.8953488372093024,0,0.07425507018544575,1.7106408567920113,0.6340576028223348,-0.28178434705879835,7.11336246126602,0.9426436663774244,1,1,0,0,171,NA,0.09800000000000608,26,686,343,171,172,151,80,68,0.6046511627906976
CC,0.06999999999999999,0,TRUE,FALSE,1,1,Inf,0.9566905445874244,0.6525591067615915,0.8837209302325582,0,0.056690544587424396,2.2212043378598803,0.8233005146873119,-0.02060287409971434,9.236439953482762,0.8966635419303409,1,1,0.2504299965600275,1.0696687227691517,80,NA,0.0899999999999963,26,686,343,171,172,151,80,68,0.6046511627906976
HT-IPCW,0.01,-0.09423289979301563,FALSE,TRUE,1,1,Inf,1,0.6821005083132806,0.9593023255813954,0,0.09999999999999998,0.5015917186378431,0.18591748317730877,-1.508621217110792,2.085770188449414,1,21.901620402681974,21.901620402681974,4.420886516780134,2.5784974251180794,22.47111874861668,NA,0.5180000000000007,26,686,343,171,172,151,80,68,0.6046511627906976
H-IPCW,0.08,0.003621980933876628,TRUE,FALSE,1,1,Inf,0.9566905445874244,0.6525591067615915,0.872093023255814,0,0.056690544587424396,2.465937172856818,0.9140119659390222,0.08391950964995837,10.254113157413544,0.8966635419303409,21.901620402681974,26.85890271617882,4.420886516780134,2.5784974251180794,22.47111874861668,NA,0.12099999999999511,26,686,343,171,172,151,80,68,0.6046511627906976
Stab-IPCW,0.060000000000000005,0.01028607030800749,TRUE,FALSE,1,1,Inf,0.9657184182995991,0.6587170240096539,0.8895348837209303,0,0.06571841829959912,1.9700188930241356,0.7301973712752645,-0.1406092843469275,8.191934844758915,0.9323626926625224,3.079556442014888,6.48245003974395,0.28742994527755816,1.128540154304717,75.45821305462134,NA,0.11299999999999955,26,686,343,171,172,151,80,68,0.6046511627906976
Clip-IPCW,0.06999999999999999,0.00673764301863577,TRUE,FALSE,1,1,1.6243023997752912,0.9566905445874244,0.6525591067615915,0.8837209302325582,0,0.056690544587424396,2.2212043378598803,0.8233005146873119,-0.02060287409971434,9.236439953482762,0.8966635419303409,1.6243023997752912,2.9027937782272386,0.37978429336701996,1.1013308318352324,77.52161332812273,0.15,0.12199999999999989,26,686,343,171,172,151,80,68,0.6046511627906976
H-AIPCW,0.01,-0.10021937891638069,FALSE,TRUE,1,1,Inf,1,0.6821005083132806,0.9593023255813954,0,0.09999999999999998,0.5015917186378431,0.18591748317730877,-1.508621217110792,2.085770188449414,1,21.901620402681974,26.85890271617882,4.420886516780134,2.5784974251180794,22.47111874861668,NA,0.32399999999999807,26,686,343,171,172,151,80,68,0.6046511627906976
Clip-AIPCW,0.060000000000000005,0.0015160351485570371,TRUE,FALSE,1,1,1.6243023997752912,0.9657184182995991,0.6587170240096539,0.8895348837209303,0,0.06571841829959912,1.9700188930241356,0.7301973712752645,-0.1406092843469275,8.191934844758915,0.9323626926625224,1.6243023997752912,2.9027937782272386,0.37978429336701996,1.1013308318352324,77.52161332812273,0.15,0.35599999999999454,26,686,343,171,172,151,80,68,0.6046511627906976
Naive-Y,0.06999999999999999,5.847953216374047e-4,TRUE,FALSE,1,1,Inf,0.9244346920241497,0.5901319330755278,0.877906976744186,0,0.024434692024149718,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4790385042728675,1,1,0,0,171,NA,0.09899999999999665,27,686,343,171,172,144,82,73,0.5755813953488372
CC,0.06999999999999999,0.02682926829268295,TRUE,FALSE,1,1,Inf,0.9244346920241497,0.5901319330755278,0.877906976744186,0,0.024434692024149718,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4790385042728675,1,1,0.25104919160646716,1.0448685844066983,82,NA,0.10800000000000409,27,686,343,171,172,144,82,73,0.5755813953488372
HT-IPCW,0.01,-0.02564685998252192,FALSE,TRUE,1,1,Inf,1,0.6383706043997225,0.9825581395348837,0,0.09999999999999998,0.2657764640623997,0.2261920114567822,-1.4723768769970405,0.169331729716892,1,22.585890216635605,22.585890216635605,4.9708700116437905,2.5499362867917807,22.909505447178635,NA,0.5660000000000025,27,686,343,171,172,144,82,73,0.5755813953488372
H-IPCW,0.08,0.030008181928179556,TRUE,FALSE,1,1,Inf,0.9060770877400144,0.5784129781333334,0.8662790697674418,0,0.006077087740014364,1.2267462794831743,1.044036045412492,0.05708817033133109,0.7815856462740697,0.4790385042728675,22.585890216635605,25.831542408807636,4.9708700116437905,2.5499362867917807,22.909505447178635,NA,0.17800000000000438,27,686,343,171,172,144,82,73,0.5755813953488372
Stab-IPCW,0.06999999999999999,0.030512930815339897,TRUE,FALSE,1,1,Inf,0.9244346920241497,0.5901319330755278,0.877906976744186,0,0.024434692024149718,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4790385042728675,4.671108514772142,9.145470728420968,0.3823673931016349,1.2106720955473214,69.59266742994016,NA,0.13599999999999568,27,686,343,171,172,144,82,73,0.5755813953488372
Clip-IPCW,0.06999999999999999,0.037592826570323576,TRUE,FALSE,1,1,1.7072801777030215,0.9244346920241497,0.5901319330755278,0.877906976744186,0,0.024434692024149718,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4790385042728675,1.7072801777030215,2.889625149557049,0.41305349676449865,1.087776975449299,78.57231416194884,0.15853658536585366,0.134999999999998,27,686,343,171,172,144,82,73,0.5755813953488372
H-AIPCW,0.01,-0.7189862846627186,FALSE,TRUE,1,1,Inf,1,0.6383706043997225,0.9825581395348837,0,0.09999999999999998,0.2657764640623997,0.2261920114567822,-1.4723768769970405,0.169331729716892,1,22.585890216635605,25.831542408807636,4.9708700116437905,2.5499362867917807,22.909505447178635,NA,0.2989999999999995,27,686,343,171,172,144,82,73,0.5755813953488372
Clip-AIPCW,0.06999999999999999,0.004174840830702589,TRUE,FALSE,1,1,1.7072801777030215,0.9244346920241497,0.5901319330755278,0.877906976744186,0,0.024434692024149718,1.1095813612282144,0.944321540496674,-0.04329440069009058,0.7069374326324261,0.4790385042728675,1.7072801777030215,2.889625149557049,0.41305349676449865,1.087776975449299,78.57231416194884,0.15853658536585366,0.3399999999999963,27,686,343,171,172,144,82,73,0.5755813953488372
Naive-Y,0.05,0.018128654970760213,TRUE,FALSE,1,1,Inf,0.9210833907594647,0.8001042785669588,0.877906976744186,0,0.021083390759464637,0.98141528269717,0.7486979633230544,-0.2475511803235086,0.834650076262939,0.8378494680592004,1,1,0,0,171,NA,0.06899999999999551,28,686,343,171,172,129,84,86,0.5
CC,0.060000000000000005,0.004761904761904745,TRUE,FALSE,1,1,Inf,0.9072029304507466,0.788046938490153,0.8604651162790697,0,0.007202930450746603,1.12603475078598,0.8590246549121496,-0.11008920582288832,0.9576425058669484,0.8378494680592004,1,1,0.2513931888544892,1.0206893370115493,84,NA,0.060000000000002274,28,686,343,171,172,129,84,86,0.5
HT-IPCW,0.21000000000000002,0.006906286717910715,TRUE,FALSE,0,0,Inf,0.6759644225383188,0.5871803053423965,0.5581395348837209,0.22403557746168123,0.22403557746168123,3.0010430748963874,2.289423119481814,0.8701683226508384,2.5522537456791707,0.5638129100407837,84.12631465229866,84.12631465229866,42.34592102853705,5.16101699510975,6.222632747898629,NA,0.4280000000000044,28,686,343,171,172,129,84,86,0.5
H-IPCW,0.09,8.822136012137552e-5,TRUE,FALSE,0,0,Inf,0.8588404197897749,0.7460365710356078,0.8081395348837209,0.041159580210225144,0.041159580210225144,1.5335615406415248,1.169916978420603,0.19880123738722327,1.3042259270027259,0.7922209791015754,84.12631465229866,66.72081792199786,42.34592102853705,5.16101699510975,6.222632747898629,NA,0.08099999999999596,28,686,343,171,172,129,84,86,0.5
Stab-IPCW,0.060000000000000005,0.014231601775907187,TRUE,FALSE,1,1,Inf,0.9072029304507466,0.788046938490153,0.8604651162790697,0,0.007202930450746603,1.12603475078598,0.8590246549121496,-0.11008920582288832,0.9576425058669484,0.8378494680592004,17.031844659427236,28.898690138903152,1.86235809018023,2.3155174908685776,27.013079703557562,NA,0.09200000000000585,28,686,343,171,172,129,84,86,0.5
Clip-IPCW,0.060000000000000005,0.012177926169002129,TRUE,FALSE,1,1,1.5892080946462575,0.9072029304507466,0.788046938490153,0.8604651162790697,0,0.007202930450746603,1.12603475078598,0.8590246549121496,-0.11008920582288832,0.9576425058669484,0.8378494680592004,1.5892080946462575,2.6124092878602894,0.40775338155965185,1.049685592597988,81.60747306217755,0.17857142857142858,0.09700000000000131,28,686,343,171,172,129,84,86,0.5
H-AIPCW,0.01,-0.4508658420089775,FALSE,TRUE,1,1,Inf,1,0.8686556359541403,0.9767441860465116,0,0.09999999999999998,0.29720621814157205,0.22673142973483068,-1.442120641161634,0.2527606783908482,1,84.12631465229866,66.72081792199786,42.34592102853705,5.16101699510975,6.222632747898629,NA,0.20199999999999818,28,686,343,171,172,129,84,86,0.5
Clip-AIPCW,0.04,0.003041225111596657,TRUE,FALSE,1,1,1.5892080946462575,0.9375635780709686,0.8144198861566766,0.8895348837209303,0,0.03756357807096855,0.8301856654877844,0.6333285489731766,-0.41489750706701795,0.7060360086379324,0.8752618638570862,1.5892080946462575,2.6124092878602894,0.40775338155965185,1.049685592597988,81.60747306217755,0.17857142857142858,0.22999999999999687,28,686,343,171,172,129,84,86,0.5
Naive-Y,0.05,0.018128654970760213,TRUE,FALSE,1,1,Inf,0.9743914225461733,0.6656195191022455,0.9127906976744186,0,0.07439142254617326,0.9808202119289702,0.6434934948992752,-0.320859413233646,1.8281272495611602,0.9338447500591707,1,1,0,0,171,NA,0.0660000000000025,29,686,343,171,172,148,71,80,0.5348837209302325
CC,0.05,0.0014084507042253502,TRUE,FALSE,1,1,Inf,0.9743914225461733,0.6656195191022455,0.9127906976744186,0,0.07439142254617326,0.9808202119289702,0.6434934948992752,-0.320859413233646,1.8281272495611602,0.9338447500591707,1,1,0.24423804609563124,1.1902670743861876,71,NA,0.06500000000000483,29,686,343,171,172,148,71,80,0.5348837209302325
HT-IPCW,0.01,-0.3397867019924681,FALSE,TRUE,1,1,Inf,1,0.6831130731456165,0.9651162790697675,0,0.09999999999999998,0.29858555456119884,0.19589508830894534,-1.5101920790862198,0.5565264479461891,1,5.82764123468264,5.82764123468264,0.6707305220944243,1.4619099473744743,54.72555903949071,NA,0.4170000000000016,29,686,343,171,172,148,71,80,0.5348837209302325
H-IPCW,0.05,0.02183591729491498,TRUE,FALSE,1,1,Inf,0.9743914225461733,0.6656195191022455,0.9127906976744186,0,0.07439142254617326,0.9808202119289702,0.6434934948992752,-0.320859413233646,1.8281272495611602,0.9338447500591707,5.82764123468264,10.402539988624634,0.6707305220944243,1.4619099473744743,54.72555903949071,NA,0.08200000000000074,29,686,343,171,172,148,71,80,0.5348837209302325
Stab-IPCW,0.05,7.262275605907994e-4,TRUE,FALSE,1,1,Inf,0.9743914225461733,0.6656195191022455,0.9127906976744186,0,0.07439142254617326,0.9808202119289702,0.6434934948992752,-0.320859413233646,1.8281272495611602,0.9338447500591707,1.1291207065982718,2.7355103023393816,0.24273796800324962,1.193622066207944,70.76637488978855,NA,0.09300000000000352,29,686,343,171,172,148,71,80,0.5348837209302325
Clip-IPCW,0.05,0.012537592468915152,TRUE,FALSE,1,1,1.6879148315057262,0.9743914225461733,0.6656195191022455,0.9127906976744186,0,0.07439142254617326,0.9808202119289702,0.6434934948992752,-0.320859413233646,1.8281272495611602,0.9338447500591707,1.6879148315057262,3.371407959810916,0.3753539178900494,1.2237177378735724,68.7098020765459,0.11267605633802817,0.09199999999999875,29,686,343,171,172,148,71,80,0.5348837209302325
H-AIPCW,0.01,-0.17287483938148723,FALSE,TRUE,1,1,Inf,1,0.6831130731456165,0.9651162790697675,0,0.09999999999999998,0.29858555456119884,0.19589508830894534,-1.5101920790862198,0.5565264479461891,1,5.82764123468264,10.402539988624634,0.6707305220944243,1.4619099473744743,54.72555903949071,NA,0.2190000000000012,29,686,343,171,172,148,71,80,0.5348837209302325
Clip-AIPCW,0.05,0.014010367571427613,TRUE,FALSE,1,1,1.6879148315057262,0.9743914225461733,0.6656195191022455,0.9127906976744186,0,0.07439142254617326,0.9808202119289702,0.6434934948992752,-0.320859413233646,1.8281272495611602,0.9338447500591707,1.6879148315057262,3.371407959810916,0.3753539178900494,1.2237177378735724,68.7098020765459,0.11267605633802817,0.2289999999999992,29,686,343,171,172,148,71,80,0.5348837209302325
Naive-Y,0.08,5.847953216374047e-4,TRUE,FALSE,1,1,Inf,0.9368221845460071,0.714844395595774,0.872093023255814,0,0.03682218454600705,1.1619605370947612,0.9492534983093198,0.008253071478308286,0.8199264706984252,0.8076465596894333,1,1,0,0,171,NA,0.07099999999999795,30,686,343,171,172,150,72,77,0.5523255813953488
CC,0.06999999999999999,0.002777777777777768,TRUE,FALSE,1,1,Inf,0.9368221845460071,0.714844395595774,0.872093023255814,0,0.03682218454600705,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8076465596894333,1,1,0.2452012383900929,1.1760477181195148,72,NA,0.06400000000000006,30,686,343,171,172,150,72,77,0.5523255813953488
HT-IPCW,0.01,-0.2968243323978883,FALSE,TRUE,1,1,Inf,1,0.7630523779090418,0.9709302325581395,0,0.09999999999999998,0.2529086154001363,0.20661148142035995,-1.5165826846391084,0.17846257408425895,1,14.065353797965289,14.065353797965289,1.5233003764480493,2.0462041499818495,33.12370273366184,NA,0.37299999999999756,30,686,343,171,172,150,72,77,0.5523255813953488
H-IPCW,0.06999999999999999,0.029821118493596997,TRUE,FALSE,1,1,Inf,0.9368221845460071,0.714844395595774,0.872093023255814,0,0.03682218454600705,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8076465596894333,14.065353797965289,23.31883488251648,1.5233003764480493,2.0462041499818495,33.12370273366184,NA,0.10900000000000176,30,686,343,171,172,150,72,77,0.5523255813953488
Stab-IPCW,0.06999999999999999,0.00419034051566307,TRUE,FALSE,1,1,Inf,0.9368221845460071,0.714844395595774,0.872093023255814,0,0.03682218454600705,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8076465596894333,2.6835204390506133,6.252465905332691,0.2755428192784227,1.2230408802164194,68.75528726224141,NA,0.09000000000000341,30,686,343,171,172,150,72,77,0.5523255813953488
Clip-IPCW,0.06999999999999999,0.015903125923162707,TRUE,FALSE,1,1,1.6421758006328397,0.9368221845460071,0.714844395595774,0.872093023255814,0,0.03682218454600705,1.0513025902623439,0.8588524564554927,-0.09182566771997085,0.7418417364028072,0.8076465596894333,1.6421758006328397,3.262490421917585,0.3682653056558922,1.205618768471462,69.93817782422656,0.125,0.10000000000000142,30,686,343,171,172,150,72,77,0.5523255813953488
H-AIPCW,0.01,-0.3887904294502218,FALSE,TRUE,1,1,Inf,1,0.7630523779090418,0.9709302325581395,0,0.09999999999999998,0.2529086154001363,0.20661148142035995,-1.5165826846391084,0.17846257408425895,1,14.065353797965289,23.31883488251648,1.5233003764480493,2.0462041499818495,33.12370273366184,NA,0.27200000000000557,30,686,343,171,172,150,72,77,0.5523255813953488
Clip-AIPCW,0.060000000000000005,0.018028279049769905,TRUE,FALSE,1,1,1.6421758006328397,0.9531297959761783,0.7272879572755827,0.8953488372093024,0,0.053129795976178285,0.9371850508836757,0.7656251307284934,-0.20673014848665766,0.6613157733253628,0.9035067097606826,1.6421758006328397,3.262490421917585,0.3682653056558922,1.205618768471462,69.93817782422656,0.125,0.22699999999999676,30,686,343,171,172,150,72,77,0.5523255813953488
Naive-Y,0.06999999999999999,5.847953216374047e-4,TRUE,FALSE,1,1,Inf,0.9243653336980161,0.5722552443509135,0.8953488372093024,0,0.02436533369801608,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8669503346835066,1,1,0,0,171,NA,0.09899999999999665,31,686,343,171,172,147,75,77,0.5523255813953488
CC,0.06999999999999999,0.006666666666666599,TRUE,FALSE,1,1,Inf,0.9243653336980161,0.5722552443509135,0.8953488372093024,0,0.02436533369801608,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8669503346835066,1,1,0.2476780185758514,1.1346935320890421,75,NA,0.1039999999999992,31,686,343,171,172,147,75,77,0.5523255813953488
HT-IPCW,0.01,-0.28444566674680094,FALSE,TRUE,1,1,Inf,1,0.6190790843070121,0.9651162790697675,0,0.09999999999999998,0.23374341403823914,0.21834067995023107,-1.5207528581259853,0.08997521627124237,1,7.903741633918525,7.903741633918525,1.1655926372250383,1.7539087906804063,42.13683950716401,NA,0.4410000000000025,31,686,343,171,172,147,75,77,0.5523255813953488
H-IPCW,0.06999999999999999,0.031861570789872534,TRUE,FALSE,1,1,Inf,0.9243653336980161,0.5722552443509135,0.8953488372093024,0,0.02436533369801608,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8669503346835066,7.903741633918525,12.840038981038964,1.1655926372250383,1.7539087906804063,42.13683950716401,NA,0.08100000000000307,31,686,343,171,172,147,75,77,0.5523255813953488
Stab-IPCW,0.06999999999999999,0.006461424250877756,TRUE,FALSE,1,1,Inf,0.9243653336980161,0.5722552443509135,0.8953488372093024,0,0.02436533369801608,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8669503346835066,1.5446104675161403,3.5405455363259613,0.24964906143917528,1.1452918745917176,74.21801697105965,NA,0.09100000000000108,31,686,343,171,172,147,75,77,0.5523255813953488
Clip-IPCW,0.06999999999999999,0.019122992153939172,TRUE,FALSE,1,1,1.897152315094286,0.9243653336980161,0.5722552443509135,0.8953488372093024,0,0.02436533369801608,0.9686167634070948,0.9047888840149261,-0.09910781399907406,0.3728511587378742,0.8669503346835066,1.897152315094286,3.6582111170201657,0.3718426642735894,1.175834433708327,72.01512124548097,0.05333333333333334,0.09100000000000108,31,686,343,171,172,147,75,77,0.5523255813953488
H-AIPCW,0.01,-2.885526625635304,FALSE,TRUE,1,1,Inf,1,0.6190790843070121,0.9651162790697675,0,0.09999999999999998,0.23374341403823914,0.21834067995023107,-1.5207528581259853,0.08997521627124237,1,7.903741633918525,12.840038981038964,1.1655926372250383,1.7539087906804063,42.13683950716401,NA,0.19500000000000028,31,686,343,171,172,147,75,77,0.5523255813953488
Clip-AIPCW,0.060000000000000005,0.021563780737908426,TRUE,FALSE,1,1,1.897152315094286,0.9528034137496912,0.589860664908754,0.9186046511627907,0,0.05280341374969122,0.8636914023139705,0.8067776746751478,-0.21376131890559344,0.3324620761383208,0.8818665917823658,1.897152315094286,3.6582111170201657,0.3718426642735894,1.175834433708327,72.01512124548097,0.05333333333333334,0.2430000000000021,31,686,343,171,172,147,75,77,0.5523255813953488
Naive-Y,0.09,0.012280701754385942,TRUE,FALSE,1,1,Inf,0.9168572590148029,0.5548607353927967,0.8837209302325582,0,0.01685725901480284,1.2815736474060966,0.969260478324304,0.06839901126765623,1.2673776161601875,0.5757092952131823,1,1,0,0,171,NA,0.06200000000000472,32,686,343,171,172,154,79,66,0.6162790697674418
CC,0.09,0.024050632911392422,TRUE,FALSE,1,1,Inf,0.9168572590148029,0.5548607353927967,0.8837209302325582,0,0.01685725901480284,1.2815736474060966,0.969260478324304,0.06839901126765623,1.2673776161601875,0.5757092952131823,1,1,0.2500171998624011,1.082315710454234,79,NA,0.07799999999999585,32,686,343,171,172,154,79,66,0.6162790697674418
HT-IPCW,0.01,-0.1682905930041506,FALSE,TRUE,1,1,Inf,1,0.6051767927201832,0.9767441860465116,0,0.09999999999999998,0.2435642806134746,0.1842088682206843,-1.5920641087971266,0.24086631148390128,1,8.76492298578789,8.76492298578789,1.3275620172672948,1.5746671616511596,49.349563779595975,NA,0.399000000000008,32,686,343,171,172,154,79,66,0.6162790697674418
H-IPCW,0.11,0.002625525820530067,TRUE,FALSE,0,0,Inf,0.8778217717365682,0.5312373643994852,0.8488372093023255,0.022178228263431854,0.022178228263431854,1.4993092099805043,1.1339349595421657,0.22531475176178636,1.4827013151199615,0.5757092952131823,8.76492298578789,11.978693866700022,1.3275620172672948,1.5746671616511596,49.349563779595975,NA,0.08899999999999864,32,686,343,171,172,154,79,66,0.6162790697674418
